User|20240918_085854|Clients_v2.5.xlsm|***** Début de session - Workbook_Open *****|||
User|20240918_090019|Clients_v2.5.xlsm|modMain|Fn_Selected_List||
User|20240918_090019|Clients_v2.5.xlsm|modMain|Fn_Selected_List (sortie)|Temps écoulé: 0,1309 secondes|
User|20240918_090019|Clients_v2.5.xlsm|modMain|Fn_Selected_List||
User|20240918_090019|Clients_v2.5.xlsm|modMain|Fn_Selected_List (sortie)|Temps écoulé: 0,1504 secondes|
User|20240918_090019|Clients_v2.5.xlsm|ufClientMF|cmdEdit_Click (sortie)|Temps écoulé: 0,6016 secondes|Tailleurs Modernes (La moderna) Inc. [Ara Imamedjian]
User|20240918_090019|Clients_v2.5.xlsm|ufClientMF|lstDonnées_DblClick (sortie)|Temps écoulé: 0,8047 secondes|
User|20240918_090024|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click||
User|20240918_090024|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click (sortie)|Temps écoulé: 0,1230 secondes|
User|20240918_090024|Clients_v2.5.xlsm|ufClientMF|lstDonnées_DblClick||
User|20240918_090024|Clients_v2.5.xlsm|ufClientMF|cmdEdit_Click||
User|20240918_090024|Clients_v2.5.xlsm|modMain|Fn_Selected_List||
User|20240918_090024|Clients_v2.5.xlsm|modMain|Fn_Selected_List (sortie)|Temps écoulé: 0,1113 secondes|
User|20240918_090024|Clients_v2.5.xlsm|modMain|Fn_Selected_List||
User|20240918_090025|Clients_v2.5.xlsm|modMain|Fn_Selected_List (sortie)|Temps écoulé: 0,1113 secondes|
User|20240918_090025|Clients_v2.5.xlsm|ufClientMF|cmdEdit_Click (sortie)|Temps écoulé: 0,5195 secondes|9072-6316 Québec Inc. [Ébénisterie R&R Péloquin]
User|20240918_090025|Clients_v2.5.xlsm|ufClientMF|lstDonnées_DblClick (sortie)|Temps écoulé: 0,7168 secondes|
User|20240918_090028|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click||
User|20240918_090028|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click (sortie)|Temps écoulé: 0,1211 secondes|
User|20240918_090028|Clients_v2.5.xlsm|ufClientMF|lstDonnées_DblClick||
User|20240918_090028|Clients_v2.5.xlsm|ufClientMF|cmdEdit_Click||
User|20240918_090028|Clients_v2.5.xlsm|modMain|Fn_Selected_List||
User|20240918_090028|Clients_v2.5.xlsm|modMain|Fn_Selected_List (sortie)|Temps écoulé: 0,1074 secondes|
User|20240918_090028|Clients_v2.5.xlsm|modMain|Fn_Selected_List||
User|20240918_090028|Clients_v2.5.xlsm|modMain|Fn_Selected_List (sortie)|Temps écoulé: 0,1465 secondes|
User|20240918_090029|Clients_v2.5.xlsm|ufClientMF|cmdEdit_Click (sortie)|Temps écoulé: 0,5410 secondes|Patricia Nicole M.D. Inc. [Patricia Nicole]
User|20240918_090029|Clients_v2.5.xlsm|ufClientMF|lstDonnées_DblClick (sortie)|Temps écoulé: 0,7285 secondes|
User|20240918_090031|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click||
User|20240918_090031|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click (sortie)|Temps écoulé: 0,1230 secondes|
User|20240918_090031|Clients_v2.5.xlsm|ufClientMF|lstDonnées_DblClick||
User|20240918_090031|Clients_v2.5.xlsm|ufClientMF|cmdEdit_Click||
User|20240918_090031|Clients_v2.5.xlsm|modMain|Fn_Selected_List||
User|20240918_090031|Clients_v2.5.xlsm|modMain|Fn_Selected_List (sortie)|Temps écoulé: 0,1094 secondes|
User|20240918_090031|Clients_v2.5.xlsm|modMain|Fn_Selected_List||
User|20240918_090031|Clients_v2.5.xlsm|modMain|Fn_Selected_List (sortie)|Temps écoulé: 0,1094 secondes|
User|20240918_090031|Clients_v2.5.xlsm|ufClientMF|cmdEdit_Click (sortie)|Temps écoulé: 0,4844 secondes|Paysagement Naturex Inc. [Rémi Martin]
User|20240918_090031|Clients_v2.5.xlsm|ufClientMF|lstDonnées_DblClick (sortie)|Temps écoulé: 0,6992 secondes|
User|20240918_090033|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click||
User|20240918_090033|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click (sortie)|Temps écoulé: 0,1172 secondes|
User|20240918_090033|Clients_v2.5.xlsm|ufClientMF|lstDonnées_DblClick||
User|20240918_090033|Clients_v2.5.xlsm|ufClientMF|cmdEdit_Click||
User|20240918_090033|Clients_v2.5.xlsm|modMain|Fn_Selected_List||
User|20240918_090034|Clients_v2.5.xlsm|modMain|Fn_Selected_List (sortie)|Temps écoulé: 0,1289 secondes|
User|20240918_090034|Clients_v2.5.xlsm|modMain|Fn_Selected_List||
User|20240918_090034|Clients_v2.5.xlsm|modMain|Fn_Selected_List (sortie)|Temps écoulé: 0,1152 secondes|
User|20240918_090034|Clients_v2.5.xlsm|ufClientMF|cmdEdit_Click (sortie)|Temps écoulé: 0,5469 secondes|Nettoyage JMC Inc. [Julie Martineau]
User|20240918_090034|Clients_v2.5.xlsm|ufClientMF|lstDonnées_DblClick (sortie)|Temps écoulé: 0,7461 secondes|
User|20240918_090036|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click||
User|20240918_090036|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click (sortie)|Temps écoulé: 0,1484 secondes|
User|20240918_090036|Clients_v2.5.xlsm|ufClientMF|lstDonnées_DblClick||
User|20240918_090037|Clients_v2.5.xlsm|ufClientMF|cmdEdit_Click||
User|20240918_090037|Clients_v2.5.xlsm|modMain|Fn_Selected_List||
User|20240918_090037|Clients_v2.5.xlsm|modMain|Fn_Selected_List (sortie)|Temps écoulé: 0,1211 secondes|
User|20240918_090037|Clients_v2.5.xlsm|modMain|Fn_Selected_List||
User|20240918_090037|Clients_v2.5.xlsm|modMain|Fn_Selected_List (sortie)|Temps écoulé: 0,1152 secondes|
User|20240918_090037|Clients_v2.5.xlsm|ufClientMF|cmdEdit_Click (sortie)|Temps écoulé: 0,5371 secondes|9230-8410 Québec Inc. [Normand Lajoie]
User|20240918_090037|Clients_v2.5.xlsm|ufClientMF|lstDonnées_DblClick (sortie)|Temps écoulé: 0,7402 secondes|
User|20240918_090040|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click||
User|20240918_090040|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click (sortie)|Temps écoulé: 0,1523 secondes|
User|20240918_090040|Clients_v2.5.xlsm|ufClientMF|lstDonnées_DblClick||
User|20240918_090041|Clients_v2.5.xlsm|ufClientMF|cmdEdit_Click||
User|20240918_090041|Clients_v2.5.xlsm|modMain|Fn_Selected_List||
User|20240918_090041|Clients_v2.5.xlsm|modMain|Fn_Selected_List (sortie)|Temps écoulé: 0,1309 secondes|
User|20240918_090041|Clients_v2.5.xlsm|modMain|Fn_Selected_List||
User|20240918_090041|Clients_v2.5.xlsm|modMain|Fn_Selected_List (sortie)|Temps écoulé: 0,1094 secondes|
User|20240918_090041|Clients_v2.5.xlsm|ufClientMF|cmdEdit_Click (sortie)|Temps écoulé: 0,5215 secondes|R.I. Résidence de Bellechasse Inc. [Sylvie Rocheleau]
User|20240918_090041|Clients_v2.5.xlsm|ufClientMF|lstDonnées_DblClick (sortie)|Temps écoulé: 0,7520 secondes|
User|20240918_090044|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click||
User|20240918_090044|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click (sortie)|Temps écoulé: 0,1172 secondes|
User|20240918_090044|Clients_v2.5.xlsm|ufClientMF|lstDonnées_DblClick||
User|20240918_090044|Clients_v2.5.xlsm|ufClientMF|cmdEdit_Click||
User|20240918_090044|Clients_v2.5.xlsm|modMain|Fn_Selected_List||
User|20240918_090045|Clients_v2.5.xlsm|modMain|Fn_Selected_List (sortie)|Temps écoulé: 0,1426 secondes|
User|20240918_090045|Clients_v2.5.xlsm|modMain|Fn_Selected_List||
User|20240918_090045|Clients_v2.5.xlsm|modMain|Fn_Selected_List (sortie)|Temps écoulé: 0,1289 secondes|
User|20240918_090045|Clients_v2.5.xlsm|ufClientMF|cmdEdit_Click (sortie)|Temps écoulé: 0,6211 secondes|Vision AMJ Inc. [Louis-Philippe St-Jacques]
User|20240918_090045|Clients_v2.5.xlsm|ufClientMF|lstDonnées_DblClick (sortie)|Temps écoulé: 0,8379 secondes|
User|20240918_090047|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click||
User|20240918_090047|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click (sortie)|Temps écoulé: 0,1289 secondes|
User|20240918_090047|Clients_v2.5.xlsm|ufClientMF|lstDonnées_DblClick||
User|20240918_090047|Clients_v2.5.xlsm|ufClientMF|cmdEdit_Click||
User|20240918_090047|Clients_v2.5.xlsm|modMain|Fn_Selected_List||
User|20240918_090048|Clients_v2.5.xlsm|modMain|Fn_Selected_List (sortie)|Temps écoulé: 0,1504 secondes|
User|20240918_090048|Clients_v2.5.xlsm|modMain|Fn_Selected_List||
User|20240918_090048|Clients_v2.5.xlsm|modMain|Fn_Selected_List (sortie)|Temps écoulé: 0,1348 secondes|
User|20240918_090048|Clients_v2.5.xlsm|ufClientMF|cmdEdit_Click (sortie)|Temps écoulé: 0,5996 secondes|Les Industries Canplex Ltée [Marco Stocchero]
User|20240918_090048|Clients_v2.5.xlsm|ufClientMF|lstDonnées_DblClick (sortie)|Temps écoulé: 0,8242 secondes|
User|20240918_090050|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click||
User|20240918_090050|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click (sortie)|Temps écoulé: 0,1191 secondes|
User|20240918_090050|Clients_v2.5.xlsm|ufClientMF|lstDonnées_DblClick||
User|20240918_090050|Clients_v2.5.xlsm|ufClientMF|cmdEdit_Click||
User|20240918_090050|Clients_v2.5.xlsm|modMain|Fn_Selected_List||
User|20240918_090050|Clients_v2.5.xlsm|modMain|Fn_Selected_List (sortie)|Temps écoulé: 0,1602 secondes|
User|20240918_090050|Clients_v2.5.xlsm|modMain|Fn_Selected_List||
User|20240918_090051|Clients_v2.5.xlsm|modMain|Fn_Selected_List (sortie)|Temps écoulé: 0,1172 secondes|
User|20240918_090051|Clients_v2.5.xlsm|ufClientMF|cmdEdit_Click (sortie)|Temps écoulé: 0,5742 secondes|9189-0558 Québec Incm. [Martin Fullum]
User|20240918_090051|Clients_v2.5.xlsm|ufClientMF|lstDonnées_DblClick (sortie)|Temps écoulé: 0,7793 secondes|
User|20240918_090058|Clients_v2.5.xlsm|ufClientMF|txtNomClient_Exit||
User|20240918_090058|Clients_v2.5.xlsm|ufClientMF|txtNomClient_Exit (sortie)|Temps écoulé: 0,1172 secondes|9189-0558 Québec Inc. [Martin Fullum]
User|20240918_090058|Clients_v2.5.xlsm|ufClientMF|cmdSave_Click||
User|20240918_090059|Clients_v2.5.xlsm|modMain|Fn_ValidateEntries||
User|20240918_090059|Clients_v2.5.xlsm|modMain|Fn_ValidateEntries (sortie)|Temps écoulé: 0,1445 secondes|
User|20240918_090059|Clients_v2.5.xlsm|ufClientMF|Fix_Some_Fields||
User|20240918_090059|Clients_v2.5.xlsm|ufClientMF|Fix_Some_Fields (sortie)|Temps écoulé: 0,1211 secondes|
User|20240918_090100|Clients_v2.5.xlsm|modMain|Fn_Does_Client_Code_Exist||
User|20240918_090101|Clients_v2.5.xlsm|modMain|Fn_Does_Client_Code_Exist|checkPoint|Vrai
User|20240918_090101|Clients_v2.5.xlsm|modMain|Fn_Does_Client_Code_Exist (sortie)|Temps écoulé: 0,2520 secondes|
User|20240918_090101|Clients_v2.5.xlsm|modMain|CM_Update_External_GCF_BD_Entrée||UPDATE
User|20240918_090105|Clients_v2.5.xlsm|modMain|CM_Update_External_GCF_BD_Entrée|checkPoint|DDM (0.0.0.1)
User|20240918_090105|Clients_v2.5.xlsm|modMain|CM_Update_External_GCF_BD_Entrée (sortie)|Temps écoulé: 4,2441 secondes|UPDATE 1517
User|20240918_090105|Clients_v2.5.xlsm|modMain|CM_Update_Locally_GCF_BD_Entrée||
User|20240918_090105|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click||
User|20240918_090105|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click (sortie)|Temps écoulé: 0,1289 secondes|
User|20240918_090105|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click||
User|20240918_090106|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click (sortie)|Temps écoulé: 0,1113 secondes|
User|20240918_090106|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click||
User|20240918_090106|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click (sortie)|Temps écoulé: 0,1289 secondes|
User|20240918_090106|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click||
User|20240918_090106|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click (sortie)|Temps écoulé: 0,1211 secondes|
User|20240918_090106|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click||
User|20240918_090106|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click (sortie)|Temps écoulé: 0,1152 secondes|
User|20240918_090106|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click||
User|20240918_090106|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click (sortie)|Temps écoulé: 0,1094 secondes|
User|20240918_090107|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click||
User|20240918_090107|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click (sortie)|Temps écoulé: 0,1250 secondes|
User|20240918_090107|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click||
User|20240918_090107|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click (sortie)|Temps écoulé: 0,1191 secondes|
User|20240918_090107|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click||
User|20240918_090107|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click (sortie)|Temps écoulé: 0,1230 secondes|
User|20240918_090107|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click||
User|20240918_090107|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click (sortie)|Temps écoulé: 0,1309 secondes|
User|20240918_090107|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click||
User|20240918_090108|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click (sortie)|Temps écoulé: 0,1250 secondes|
User|20240918_090108|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click||
User|20240918_090108|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click (sortie)|Temps écoulé: 0,1172 secondes|
User|20240918_090108|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click||
User|20240918_090108|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click (sortie)|Temps écoulé: 0,1289 secondes|
User|20240918_090108|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click||
User|20240918_090108|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click (sortie)|Temps écoulé: 0,1270 secondes|
User|20240918_090108|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click||
User|20240918_090108|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click (sortie)|Temps écoulé: 0,1172 secondes|
User|20240918_090109|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click||
User|20240918_090109|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click (sortie)|Temps écoulé: 0,1211 secondes|
User|20240918_090109|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click||
User|20240918_090109|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click (sortie)|Temps écoulé: 0,1133 secondes|
User|20240918_090109|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click||
User|20240918_090109|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click (sortie)|Temps écoulé: 0,1152 secondes|
User|20240918_090109|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click||
User|20240918_090109|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click (sortie)|Temps écoulé: 0,1543 secondes|
User|20240918_090110|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click||
User|20240918_090110|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click (sortie)|Temps écoulé: 0,1152 secondes|
User|20240918_090110|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click||
User|20240918_090110|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click (sortie)|Temps écoulé: 0,1270 secondes|
User|20240918_090110|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click||
User|20240918_090110|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click (sortie)|Temps écoulé: 0,1094 secondes|
User|20240918_090110|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click||
User|20240918_090110|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click (sortie)|Temps écoulé: 0,1055 secondes|
User|20240918_090110|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click||
User|20240918_090110|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click (sortie)|Temps écoulé: 0,1016 secondes|
User|20240918_090111|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click||
User|20240918_090111|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click (sortie)|Temps écoulé: 0,1133 secondes|
User|20240918_090111|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click||
User|20240918_090111|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click (sortie)|Temps écoulé: 0,1133 secondes|
User|20240918_090111|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click||
User|20240918_090111|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click (sortie)|Temps écoulé: 0,1191 secondes|
User|20240918_090111|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click||
User|20240918_090111|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click (sortie)|Temps écoulé: 0,1094 secondes|
User|20240918_090111|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click||
User|20240918_090112|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click (sortie)|Temps écoulé: 0,1230 secondes|
User|20240918_090112|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click||
User|20240918_090112|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click (sortie)|Temps écoulé: 0,1133 secondes|
User|20240918_090112|Clients_v2.5.xlsm|modMain|CM_Update_Locally_GCF_BD_Entrée (sortie)|Temps écoulé: 6,7812 secondes|UPDATE 1517
User|20240918_090112|Clients_v2.5.xlsm|modMain|CM_Reset_UserForm||
User|20240918_090112|Clients_v2.5.xlsm|modMain|CM_Add_SearchColumn||
User|20240918_090112|Clients_v2.5.xlsm|ufClientMF|cmbSearchColumn_Change||
User|20240918_090112|Clients_v2.5.xlsm|ufClientMF|cmbSearchColumn_Change (sortie)|Temps écoulé: 0,1250 secondes|
User|20240918_090112|Clients_v2.5.xlsm|ufClientMF|cmbSearchColumn_Change||
User|20240918_090113|Clients_v2.5.xlsm|ufClientMF|cmbSearchColumn_Change (sortie)|Temps écoulé: 0,1309 secondes|Client_ID
User|20240918_090113|Clients_v2.5.xlsm|modMain|CM_Add_SearchColumn (sortie)|Temps écoulé: 0,5410 secondes|
User|20240918_090113|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click||
User|20240918_090113|Clients_v2.5.xlsm|ufClientMF|lstDonnées_Click (sortie)|Temps écoulé: 0,1113 secondes|
User|20240918_090113|Clients_v2.5.xlsm|modMain|CM_Reset_UserForm (sortie)|Temps écoulé: 0,9531 secondes|1146
