2024-11-04 08:43:35.99 | User | APP_v5.D.1.xlsb | ***** Début d'une nouvelle session (Workbook_Open) ***** |  | 31
2024-11-04 08:43:41.18 | User | APP_v5.D.1.xlsb |      modImport:Client_List_Import_All - Le .CopyFromRecordSet est complétée |  | 31
2024-11-04 08:43:41.27 | User | APP_v5.D.1.xlsb |      modImport:Client_List_Import_All - La mise en forme a été appliquée |  | 31
2024-11-04 08:43:41.39 | User | APP_v5.D.1.xlsb | modImport:Client_List_Import_All | 0,8027 sec. | 31

2024-11-04 08:43:41.43 | User | APP_v5.D.1.xlsb | modImport:TEC_Import_All |  | 31
2024-11-04 08:43:41.95 | User | APP_v5.D.1.xlsb |      modImport:TEC_Import_All - Le .CopyFromRecordSet est complétée |  | 31
2024-11-04 08:43:42.19 | User | APP_v5.D.1.xlsb |      modImport:TEC_Import_All - La mise en forme a été appliquée |  | 31
2024-11-04 08:43:42.32 | User | APP_v5.D.1.xlsb | modImport:TEC_Import_All | 0,9023 sec. | 31

2024-11-04 08:43:42.41 | User | APP_v5.D.1.xlsb | ufSaisieHeures:UserForm_Activate | 1,8848 sec. | 31

2024-11-04 08:43:43.83 | User | APP_v5.D.1.xlsb | ufSaisieHeures:cmbProfessionnel_AfterUpdate |  | 31
2024-11-04 08:43:43.88 | User | APP_v5.D.1.xlsb | ufSaisieHeures:cmbProfessionnel_AfterUpdate | 0,0508 sec. | 31

2024-11-04 08:43:51.05 | User | APP_v5.D.1.xlsb | ufSaisieHeures:txtDate_BeforeUpdate |  | 31
2024-11-04 08:43:51.11 | User | APP_v5.D.1.xlsb | modFunctions:Fn_Complete_Date @00608   y = 2024   m = 11   d = 3 parsedDate='2024-11-03' |  | 31
2024-11-04 08:43:51.15 | User | APP_v5.D.1.xlsb | ufSaisieHeures:txtDate_BeforeUpdate | 0,1016 sec. | 31

2024-11-04 08:43:51.19 | User | APP_v5.D.1.xlsb | ufSaisieHeures:txtDate_AfterUpdate - 2024-11-03 |  | 31
2024-11-04 08:43:51.23 | User | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF - 4/2024-11-03 |  | 31
2024-11-04 08:43:51.39 | User | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF | 0,1602 sec. | 31

2024-11-04 08:43:51.43 | User | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours |  | 31
2024-11-04 08:43:51.50 | User | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Update_All |  | 31
2024-11-04 08:43:51.56 | User | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Push_TEC_Local_To_DB_Data |  | 31
2024-11-04 08:43:51.89 | User | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Push_TEC_Local_To_DB_Data | 0,3379 sec. | 31

2024-11-04 08:43:51.94 | User | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 31
2024-11-04 08:43:52.16 | User | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables | 0,2266 sec. | 31

2024-11-04 08:43:52.20 | User | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Update_All | 0,7109 sec. | 31

2024-11-04 08:43:52.26 | User | APP_v5.D.1.xlsb | modStatsHeures:StatsHeures_AdvancedFilters |  | 31
2024-11-04 08:43:52.50 | User | APP_v5.D.1.xlsb | modStatsHeures:StatsHeures_AdvancedFilters | 0,2461 sec. | 31

2024-11-04 08:43:52.75 | User | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 1,3301 sec. | 31

2024-11-04 08:43:52.81 | User | APP_v5.D.1.xlsb | ufSaisieHeures:txtDate_AfterUpdate | 1,6289 sec. | 31

2024-11-04 08:43:58.00 | User | APP_v5.D.1.xlsb | ufSaisieHeures:txtDate_BeforeUpdate |  | 31
2024-11-04 08:43:58.06 | User | APP_v5.D.1.xlsb | modFunctions:Fn_Complete_Date @00608   y = 2024   m = 11   d = 2 parsedDate='2024-11-02' |  | 31
2024-11-04 08:43:58.10 | User | APP_v5.D.1.xlsb | ufSaisieHeures:txtDate_BeforeUpdate | 0,1074 sec. | 31

2024-11-04 08:43:58.16 | User | APP_v5.D.1.xlsb | ufSaisieHeures:txtDate_AfterUpdate - 2024-11-02 |  | 31
2024-11-04 08:43:58.20 | User | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF - 4/2024-11-02 |  | 31
2024-11-04 08:43:58.35 | User | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF | 0,1582 sec. | 31

2024-11-04 08:43:58.40 | User | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours |  | 31
2024-11-04 08:43:58.45 | User | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Update_All |  | 31
2024-11-04 08:43:58.49 | User | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Push_TEC_Local_To_DB_Data |  | 31
2024-11-04 08:43:58.81 | User | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Push_TEC_Local_To_DB_Data | 0,3262 sec. | 31

2024-11-04 08:43:58.87 | User | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 31
2024-11-04 08:43:59.06 | User | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables | 0,2031 sec. | 31

2024-11-04 08:43:59.11 | User | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Update_All | 0,6660 sec. | 31

2024-11-04 08:43:59.15 | User | APP_v5.D.1.xlsb | modStatsHeures:StatsHeures_AdvancedFilters |  | 31
2024-11-04 08:43:59.36 | User | APP_v5.D.1.xlsb | modStatsHeures:StatsHeures_AdvancedFilters | 0,2129 sec. | 31

2024-11-04 08:43:59.74 | User | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 1,3535 sec. | 31

2024-11-04 08:43:59.79 | User | APP_v5.D.1.xlsb | ufSaisieHeures:txtDate_AfterUpdate | 1,6406 sec. | 31

2024-11-04 08:44:10.62 | User | APP_v5.D.1.xlsb | ufSaisieHeures:txtDate_BeforeUpdate |  | 31
2024-11-04 08:44:10.67 | User | APP_v5.D.1.xlsb | modFunctions:Fn_Complete_Date @00608   y = 2024   m = 11   d = 1 parsedDate='2024-11-01' |  | 31
2024-11-04 08:44:10.72 | User | APP_v5.D.1.xlsb | ufSaisieHeures:txtDate_BeforeUpdate | 0,1113 sec. | 31

2024-11-04 08:44:10.77 | User | APP_v5.D.1.xlsb | ufSaisieHeures:txtDate_AfterUpdate - 2024-11-01 |  | 31
2024-11-04 08:44:10.82 | User | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF - 4/2024-11-01 |  | 31
2024-11-04 08:44:10.98 | User | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF | 0,1738 sec. | 31

2024-11-04 08:44:11.03 | User | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours |  | 31
2024-11-04 08:44:11.07 | User | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Update_All |  | 31
2024-11-04 08:44:11.11 | User | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Push_TEC_Local_To_DB_Data |  | 31
2024-11-04 08:44:11.42 | User | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Push_TEC_Local_To_DB_Data | 0,3145 sec. | 31

2024-11-04 08:44:11.47 | User | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 31
2024-11-04 08:44:11.66 | User | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables | 0,2051 sec. | 31

2024-11-04 08:44:11.71 | User | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Update_All | 0,6465 sec. | 31

2024-11-04 08:44:11.75 | User | APP_v5.D.1.xlsb | modStatsHeures:StatsHeures_AdvancedFilters |  | 31
2024-11-04 08:44:11.97 | User | APP_v5.D.1.xlsb | modStatsHeures:StatsHeures_AdvancedFilters | 0,2188 sec. | 31

2024-11-04 08:44:12.28 | User | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 1,2598 sec. | 31

2024-11-04 08:44:12.34 | User | APP_v5.D.1.xlsb | ufSaisieHeures:txtDate_AfterUpdate | 1,5762 sec. | 31

2024-11-04 08:44:46.97 | User | APP_v5.D.1.xlsb | ufSaisieHeures:txtDate_BeforeUpdate |  | 31
2024-11-04 08:44:47.03 | User | APP_v5.D.1.xlsb | modFunctions:Fn_Complete_Date @00608   y = 2024   m = 11   d = 2 parsedDate='2024-11-02' |  | 31
2024-11-04 08:44:47.07 | User | APP_v5.D.1.xlsb | ufSaisieHeures:txtDate_BeforeUpdate | 0,1152 sec. | 31

2024-11-04 08:44:47.13 | User | APP_v5.D.1.xlsb | ufSaisieHeures:txtDate_AfterUpdate - 2024-11-02 |  | 31
2024-11-04 08:44:47.17 | User | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF - 4/2024-11-02 |  | 31
2024-11-04 08:44:47.29 | User | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF | 0,1250 sec. | 31

2024-11-04 08:44:47.33 | User | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours |  | 31
2024-11-04 08:44:47.38 | User | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Update_All |  | 31
2024-11-04 08:44:47.42 | User | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Push_TEC_Local_To_DB_Data |  | 31
2024-11-04 08:44:47.75 | User | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Push_TEC_Local_To_DB_Data | 0,3359 sec. | 31

2024-11-04 08:44:47.79 | User | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 31
2024-11-04 08:44:47.00 | User | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables | 0,2109 sec. | 31

2024-11-04 08:44:48.04 | User | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Update_All | 0,6699 sec. | 31

2024-11-04 08:44:48.08 | User | APP_v5.D.1.xlsb | modStatsHeures:StatsHeures_AdvancedFilters |  | 31
2024-11-04 08:44:48.30 | User | APP_v5.D.1.xlsb | modStatsHeures:StatsHeures_AdvancedFilters | 0,2246 sec. | 31

2024-11-04 08:44:48.54 | User | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 1,2168 sec. | 31

2024-11-04 08:44:48.60 | User | APP_v5.D.1.xlsb | ufSaisieHeures:txtDate_AfterUpdate | 1,4746 sec. | 31

2024-11-04 08:45:04.65 | User | APP_v5.D.1.xlsb | ufSaisieHeures:txtClient_AfterUpdate - z_Administratif_Autres non chargeables |  | 31
2024-11-04 08:45:04.71 | User | APP_v5.D.1.xlsb | modFunctions:Fn_GetID_From_Client_Name - z_Administratif_Autres non chargeables |  | 31
2024-11-04 08:45:04.76 | User | APP_v5.D.1.xlsb | modFunctions:Fn_GetID_From_Client_Name - 5 | 0,0645 sec. | 31

2024-11-04 08:45:04.81 | User | APP_v5.D.1.xlsb |    ufSaisieHeures:txtClient_AfterUpdate - 5 |  | 31
2024-11-04 08:45:04.88 | User | APP_v5.D.1.xlsb | ufSaisieHeures:txtClient_AfterUpdate | 0,2422 sec. | 31

2024-11-04 08:45:08.49 | User | APP_v5.D.1.xlsb | ufSaisieHeures:txtActivite_AfterUpdate |  | 31
2024-11-04 08:45:08.54 | User | APP_v5.D.1.xlsb | ufSaisieHeures:txtActivite_AfterUpdate | 0,0566 sec. | 31

2024-11-04 08:45:12.52 | User | APP_v5.D.1.xlsb | ufSaisieHeures:txtHeures_AfterUpdate |  | 31
2024-11-04 08:45:12.57 | User | APP_v5.D.1.xlsb | ufSaisieHeures:txtHeures_AfterUpdate | 0,0566 sec. | 31

2024-11-04 08:45:12.62 | User | APP_v5.D.1.xlsb | ufSaisieHeures:txtHeures_Exit |  | 31
2024-11-04 08:45:12.66 | User | APP_v5.D.1.xlsb | ufSaisieHeures:txtHeures_AfterUpdate | 0,0547 sec. | 31

2024-11-04 08:45:12.71 | User | APP_v5.D.1.xlsb | ufSaisieHeures:chbFacturable_AfterUpdate |  | 31
2024-11-04 08:45:12.76 | User | APP_v5.D.1.xlsb | ufSaisieHeures:chbFacturable_AfterUpdate | 0,0508 sec. | 31

2024-11-04 08:45:14.10 | User | APP_v5.D.1.xlsb | ufSaisieHeures:cmdAdd_Click |  | 31
2024-11-04 08:45:14.14 | User | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne |  | 31
2024-11-04 08:45:14.19 | User | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB - TECID = '0' |  | 31
2024-11-04 08:45:14.55 | User | APP_v5.D.1.xlsb |      modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB - AddingNewRecord - TECID = 0 |  | 31
2024-11-04 08:45:14.74 | User | APP_v5.D.1.xlsb |      modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB - Le nouvel enregistrement, TECID a été assigné à 2146 |  | 31
2024-11-04 08:45:14.79 | User | APP_v5.D.1.xlsb |      modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB - Création du RecordSet |  | 31
2024-11-04 08:45:14.86 | User | APP_v5.D.1.xlsb |      modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB - Le RecordSet a été ajouté pour le TECID = 2146 |  | 31
2024-11-04 08:45:15.21 | User | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB | 1,0312 sec. | 31

2024-11-04 08:45:15.26 | User | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally |  | 31
2024-11-04 08:45:15.38 | User | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally | 0,1309 sec. | 31

2024-11-04 08:45:15.43 | User | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF - 4/2024-11-02 |  | 31
2024-11-04 08:45:15.56 | User | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF | 0,1445 sec. | 31

2024-11-04 08:45:15.61 | User | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours |  | 31
2024-11-04 08:45:15.65 | User | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Update_All |  | 31
2024-11-04 08:45:15.70 | User | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Push_TEC_Local_To_DB_Data |  | 31
2024-11-04 08:45:16.02 | User | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Push_TEC_Local_To_DB_Data | 0,3320 sec. | 31

2024-11-04 08:45:16.07 | User | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 31
2024-11-04 08:45:16.26 | User | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables | 0,2012 sec. | 31

2024-11-04 08:45:16.31 | User | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Update_All | 0,6621 sec. | 31

2024-11-04 08:45:16.35 | User | APP_v5.D.1.xlsb | modStatsHeures:StatsHeures_AdvancedFilters |  | 31
2024-11-04 08:45:16.56 | User | APP_v5.D.1.xlsb | modStatsHeures:StatsHeures_AdvancedFilters | 0,2168 sec. | 31

2024-11-04 08:45:16.93 | User | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 1,3281 sec. | 31

2024-11-04 08:45:16.98 | User | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Update_All |  | 31
2024-11-04 08:45:17.03 | User | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Push_TEC_Local_To_DB_Data |  | 31
2024-11-04 08:45:17.34 | User | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Push_TEC_Local_To_DB_Data | 0,3184 sec. | 31

2024-11-04 08:45:17.38 | User | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 31
2024-11-04 08:45:17.58 | User | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables | 0,2051 sec. | 31

2024-11-04 08:45:17.62 | User | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Update_All | 0,6504 sec. | 31

2024-11-04 08:45:17.67 | User | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne | 3,5312 sec. | 31

2024-11-04 08:45:17.71 | User | APP_v5.D.1.xlsb | ufSaisieHeures:cmdAdd_Click | 3,6191 sec. | 31

2024-11-04 08:45:26.20 | User | APP_v5.D.1.xlsb | ufSaisieHeures:UserForm_Terminate |  | 31
2024-11-04 08:45:26.32 | User | APP_v5.D.1.xlsb | modAppli:Hide_All_Worksheets_Except_Menu |  | 31
2024-11-04 08:45:26.43 | User | APP_v5.D.1.xlsb | modAppli:Hide_All_Worksheets_Except_Menu | 0,1152 sec. | 31

2024-11-04 08:45:26.47 | User | APP_v5.D.1.xlsb | ufSaisieHeures:UserForm_Terminate | 0,2793 sec. | 31

2024-11-04 08:45:31.27 | User | APP_v5.D.1.xlsb | modAppli:Hide_All_Worksheets_Except_Menu |  | 31
2024-11-04 08:45:31.39 | User | APP_v5.D.1.xlsb | modAppli:Hide_All_Worksheets_Except_Menu | 0,1328 sec. | 31

2024-11-04 08:45:31.46 | User | APP_v5.D.1.xlsb | modMenu:Delete_User_Active_File |  | 31
2024-11-04 08:45:31.60 | User | APP_v5.D.1.xlsb | modMenu:Delete_User_Active_File | 0,1523 sec. | 31

2024-11-04 08:45:31.66 | User | APP_v5.D.1.xlsb | ***** Session terminée NORMALEMENT avec la procédure 'modMenu:Exit_After_Saving' ***** |  | 31

2024-11-04 09:33:32.37 | Guillaume | APP_v5.D.1.xlsb | ufSaisieHeures:lsbHresJour_dblClick - An entry from the list was double clicked |  | 31
2024-11-04 09:33:32.55 | Guillaume | APP_v5.D.1.xlsb | modFunctions:Fn_Find_Row_Number_TEC_ID |  | 31
2024-11-04 09:33:32.75 | Guillaume | APP_v5.D.1.xlsb | modFunctions:Fn_Find_Row_Number_TEC_ID - Row # = 2143 |  | 31
2024-11-04 09:33:32.93 | Guillaume | APP_v5.D.1.xlsb | modFunctions:Fn_Find_Row_Number_TEC_ID | 0,5078 sec. | 31

2024-11-04 09:33:35.05 | Guillaume | APP_v5.D.1.xlsb | ufSaisieHeures:txtClient_AfterUpdate - Gestion L'Anneau Inc. [Lalonde & Brient] [Nathalie Brient] |  | 31
2024-11-04 09:33:35.23 | Guillaume | APP_v5.D.1.xlsb | modFunctions:Fn_GetID_From_Client_Name - Gestion L'Anneau Inc. [Lalonde & Brient] [Nathalie Brient] |  | 31
2024-11-04 09:33:35.41 | Guillaume | APP_v5.D.1.xlsb | modFunctions:Fn_GetID_From_Client_Name - 1142 | 0,3008 sec. | 31

2024-11-04 09:33:35.59 | Guillaume | APP_v5.D.1.xlsb |    ufSaisieHeures:txtClient_AfterUpdate - 1142 |  | 31
2024-11-04 09:33:35.77 | Guillaume | APP_v5.D.1.xlsb | ufSaisieHeures:txtClient_AfterUpdate | 0,8359 sec. | 31

2024-11-04 09:33:40.05 | Guillaume | APP_v5.D.1.xlsb | ufSaisieHeures:txtHeures_AfterUpdate |  | 31
2024-11-04 09:33:40.25 | Guillaume | APP_v5.D.1.xlsb | ufSaisieHeures:txtHeures_AfterUpdate | 0,3047 sec. | 31

2024-11-04 09:33:40.43 | Guillaume | APP_v5.D.1.xlsb | ufSaisieHeures:txtHeures_Exit |  | 31
2024-11-04 09:33:40.61 | Guillaume | APP_v5.D.1.xlsb | ufSaisieHeures:txtHeures_AfterUpdate | 0,2969 sec. | 31

2024-11-04 09:33:41.67 | Guillaume | APP_v5.D.1.xlsb | ufSaisieHeures:cmdUpdate_Click |  | 31
2024-11-04 09:33:41.85 | Guillaume | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_Modifie_Ligne |  | 31
2024-11-04 09:33:42.02 | Guillaume | APP_v5.D.1.xlsb | modFunctions:Fn_GetID_From_Client_Name - Gestion L'Anneau Inc. [Lalonde & Brient] [Nathalie Brient] |  | 31
2024-11-04 09:33:42.20 | Guillaume | APP_v5.D.1.xlsb | modFunctions:Fn_GetID_From_Client_Name - 1142 | 0,3008 sec. | 31

2024-11-04 09:33:42.38 | Guillaume | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB - TECID = '2144' |  | 31
2024-11-04 09:33:43.56 | Guillaume | APP_v5.D.1.xlsb |       modTEC_SaisieTEC_Record_Add_Or_Update_To_DB - Update an existing record - Create a new RecordSet 0 |  | 31
2024-11-04 09:33:44.30 | Guillaume | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB | 2,0391 sec. | 31

2024-11-04 09:33:44.49 | Guillaume | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally |  | 31
2024-11-04 09:33:44.69 | Guillaume | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally - SoftDeleteStart - 2144 |  | 31
2024-11-04 09:33:44.86 | Guillaume | APP_v5.D.1.xlsb | modFunctions:Fn_Find_Row_Number_TEC_ID |  | 31
2024-11-04 09:33:45.07 | Guillaume | APP_v5.D.1.xlsb | modFunctions:Fn_Find_Row_Number_TEC_ID - Row # = 2143 |  | 31
2024-11-04 09:33:45.25 | Guillaume | APP_v5.D.1.xlsb | modFunctions:Fn_Find_Row_Number_TEC_ID | 0,5078 sec. | 31

2024-11-04 09:33:45.48 | Guillaume | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally | 1,0938 sec. | 31

2024-11-04 09:33:45.66 | Guillaume | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF - 1/04/11/2024 |  | 31
2024-11-04 09:33:45.94 | Guillaume | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF | 0,3867 sec. | 31

2024-11-04 09:33:46.13 | Guillaume | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours |  | 31
2024-11-04 09:33:46.32 | Guillaume | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Update_All |  | 31
2024-11-04 09:33:46.51 | Guillaume | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Push_TEC_Local_To_DB_Data |  | 31
2024-11-04 09:33:46.94 | Guillaume | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Push_TEC_Local_To_DB_Data | 0,5430 sec. | 31

2024-11-04 09:33:47.13 | Guillaume | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 31
2024-11-04 09:33:47.45 | Guillaume | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables | 0,4375 sec. | 31

2024-11-04 09:33:47.64 | Guillaume | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Update_All | 1,4414 sec. | 31

2024-11-04 09:33:47.83 | Guillaume | APP_v5.D.1.xlsb | modStatsHeures:StatsHeures_AdvancedFilters |  | 31
2024-11-04 09:33:48.25 | Guillaume | APP_v5.D.1.xlsb | modStatsHeures:StatsHeures_AdvancedFilters | 0,5469 sec. | 31

2024-11-04 09:33:48.57 | Guillaume | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 2,5469 sec. | 31

2024-11-04 09:33:48.77 | Guillaume | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_Modifie_Ligne | 7,0625 sec. | 31

2024-11-04 09:33:48.98 | Guillaume | APP_v5.D.1.xlsb | ufSaisieHeures:cmdUpdate_Click | 7,4297 sec. | 31

2024-11-04 09:42:46.22 | Guillaume | APP_v5.D.1.xlsb | ufSaisieHeures:txtClient_AfterUpdate - Ventilabec Inc. [Lora Stoycheva] |  | 31
2024-11-04 09:42:46.50 | Guillaume | APP_v5.D.1.xlsb | modFunctions:Fn_GetID_From_Client_Name - Ventilabec Inc. [Lora Stoycheva] |  | 31
2024-11-04 09:42:46.69 | Guillaume | APP_v5.D.1.xlsb | modFunctions:Fn_GetID_From_Client_Name - 1669 | 0,3125 sec. | 31

2024-11-04 09:42:46.87 | Guillaume | APP_v5.D.1.xlsb |    ufSaisieHeures:txtClient_AfterUpdate - 1669 |  | 31
2024-11-04 09:42:47.07 | Guillaume | APP_v5.D.1.xlsb | ufSaisieHeures:txtClient_AfterUpdate | 0,9805 sec. | 31

2024-11-04 09:44:04.45 | Guillaume | APP_v5.D.1.xlsb | ufSaisieHeures:txtActivite_AfterUpdate |  | 31
2024-11-04 09:44:04.66 | Guillaume | APP_v5.D.1.xlsb | ufSaisieHeures:txtActivite_AfterUpdate | 0,3477 sec. | 31

