2025-01-07 16:29:30.23 | User | APP_v5.J.xlsb | ***** Début d'une nouvelle session (modAppli:CodeEssentielDepart) *****
2025-01-07 16:31:25.11 | User | APP_v5.J.xlsb | wshTEC_TDB_Data:Worksheet_Change($U$7)
2025-01-07 16:31:25.16 | User | APP_v5.J.xlsb | modTEC_TDB:ActualiserTEC_TDB
2025-01-07 16:31:25.21 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local
2025-01-07 16:31:25.36 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local = '0,1562 secondes'

2025-01-07 16:31:25.43 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables
2025-01-07 16:31:25.62 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables = '0,2031 secondes'

2025-01-07 16:31:25.67 | User | APP_v5.J.xlsb | modTEC_TDB:ActualiserTEC_TDB = '0,5234 secondes'

2025-01-07 16:31:25.72 | User | APP_v5.J.xlsb | modStatsHeures:Stats_Heures_AF
2025-01-07 16:31:25.89 | User | APP_v5.J.xlsb | modStatsHeures:Stats_Heures_AF = '0,1719 secondes'

2025-01-07 16:31:25.93 | User | APP_v5.J.xlsb | modAppli:UpdatePivotTables
2025-01-07 16:31:26.05 | User | APP_v5.J.xlsb | modAppli:UpdatePivotTables = '0,1250 secondes'

2025-01-07 16:31:26.10 | User | APP_v5.J.xlsb | wshTEC_TDB_Data:Worksheet_Change = '1,0078 secondes'

2025-01-07 16:31:26.29 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours - 4/01-06-2025 = '1,2578 secondes'

2025-01-07 16:31:26.34 | User | APP_v5.J.xlsb | ufSaisieHeures:txtDate_AfterUpdate = '1,5859 secondes'

2025-01-07 16:31:34.48 | User | APP_v5.J.xlsb | ufSaisieHeures:txtClient_AfterUpdate[Autres]
2025-01-07 16:31:34.55 | User | APP_v5.J.xlsb | modFunctions:Fn_GetID_From_Client_Name - Autres
2025-01-07 16:31:34.61 | User | APP_v5.J.xlsb | modFunctions:Fn_GetID_From_Client_Name - 166 = '0,0781 secondes'

2025-01-07 16:31:34.67 | User | APP_v5.J.xlsb | ufSaisieHeures:txtClient_AfterUpdate = '0,1953 secondes'

2025-01-07 16:31:35.96 | User | APP_v5.J.xlsb | ufSaisieHeures:lstboxNomClient_DblClick
2025-01-07 16:31:36.05 | User | APP_v5.J.xlsb | modFunctions:Fn_GetID_From_Client_Name - z_Administratif_Autres non chargeables
2025-01-07 16:31:36.11 | User | APP_v5.J.xlsb | modFunctions:Fn_GetID_From_Client_Name - 5 = '0,0586 secondes'

2025-01-07 16:31:36.16 | User | APP_v5.J.xlsb | ufSaisieHeures:lstboxNomClient_DblClick = '0,2070 secondes'

2025-01-07 16:31:36.22 | User | APP_v5.J.xlsb | ufSaisieHeures:txtClient_AfterUpdate[z_Administratif_Autres non chargeables]
2025-01-07 16:31:36.28 | User | APP_v5.J.xlsb | modFunctions:Fn_GetID_From_Client_Name - z_Administratif_Autres non chargeables
2025-01-07 16:31:36.34 | User | APP_v5.J.xlsb | modFunctions:Fn_GetID_From_Client_Name - 5 = '0,0703 secondes'

2025-01-07 16:31:36.39 | User | APP_v5.J.xlsb | ufSaisieHeures:txtClient_AfterUpdate = '0,1797 secondes'

2025-01-07 16:31:45.30 | User | APP_v5.J.xlsb | ufSaisieHeures:txtActivite_AfterUpdate[Analyse du pipedrive avec les projets
]
2025-01-07 16:31:45.38 | User | APP_v5.J.xlsb | ufSaisieHeures:txtActivite_AfterUpdate = '0,0977 secondes'

2025-01-07 16:31:47.64 | User | APP_v5.J.xlsb | ufSaisieHeures:txtHeures_AfterUpdate[.75]
2025-01-07 16:31:47.71 | User | APP_v5.J.xlsb | ufSaisieHeures:txtHeures_AfterUpdate = '0,0898 secondes'

2025-01-07 16:31:47.78 | User | APP_v5.J.xlsb | ufSaisieHeures:txtHeures_Exit[0,75]
2025-01-07 16:31:47.83 | User | APP_v5.J.xlsb | ufSaisieHeures:txtHeures_Exit = '0,0586 secondes'

2025-01-07 16:31:49.96 | User | APP_v5.J.xlsb | ufSaisieHeures:chbFacturable_AfterUpdate
2025-01-07 16:31:50.02 | User | APP_v5.J.xlsb | ufSaisieHeures:chbFacturable_AfterUpdate = '0,0625 secondes'

2025-01-07 16:31:53.22 | User | APP_v5.J.xlsb | ufSaisieHeures:cmdAdd_Click
2025-01-07 16:31:53.27 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne
2025-01-07 16:31:53.34 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB(0)
2025-01-07 16:31:54.30 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB - 0 = '0,9727 secondes'

2025-01-07 16:31:54.36 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally(0)
2025-01-07 16:31:54.48 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally - 0 = '0,1250 secondes'

2025-01-07 16:31:54.53 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF - 4/2025-01-06
2025-01-07 16:31:54.69 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF = '0,1680 secondes'

2025-01-07 16:31:54.75 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours - 4/2025-01-06
2025-01-07 16:31:54.83 | User | APP_v5.J.xlsb | wshTEC_TDB_Data:Worksheet_Change($U$7)
2025-01-07 16:31:54.90 | User | APP_v5.J.xlsb | modTEC_TDB:ActualiserTEC_TDB
2025-01-07 16:31:54.96 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local
2025-01-07 16:31:55.14 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local = '0,1836 secondes'

2025-01-07 16:31:55.20 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables
2025-01-07 16:31:55.39 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables = '0,1992 secondes'

2025-01-07 16:31:55.44 | User | APP_v5.J.xlsb | modTEC_TDB:ActualiserTEC_TDB = '0,5508 secondes'

2025-01-07 16:31:55.50 | User | APP_v5.J.xlsb | modStatsHeures:Stats_Heures_AF
2025-01-07 16:31:55.74 | User | APP_v5.J.xlsb | modStatsHeures:Stats_Heures_AF = '0,2539 secondes'

2025-01-07 16:31:55.80 | User | APP_v5.J.xlsb | modAppli:UpdatePivotTables
2025-01-07 16:31:55.91 | User | APP_v5.J.xlsb | modAppli:UpdatePivotTables = '0,1250 secondes'

2025-01-07 16:31:55.96 | User | APP_v5.J.xlsb | wshTEC_TDB_Data:Worksheet_Change = '1,1406 secondes'

2025-01-07 16:31:56.18 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours - 4/2025-01-06 = '1,4336 secondes'

2025-01-07 16:31:56.24 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne = '2,9727 secondes'

2025-01-07 16:31:56.29 | User | APP_v5.J.xlsb | ufSaisieHeures:cmdAdd_Click = '3,0781 secondes'

2025-01-07 16:32:11.72 | User | APP_v5.J.xlsb | ufSaisieHeures:txtClient_AfterUpdate[z_Administratif_Autres non chargeables]
2025-01-07 16:32:11.80 | User | APP_v5.J.xlsb | modFunctions:Fn_GetID_From_Client_Name - z_Administratif_Autres non chargeables
2025-01-07 16:32:11.88 | User | APP_v5.J.xlsb | modFunctions:Fn_GetID_From_Client_Name - 5 = '0,0820 secondes'

2025-01-07 16:32:11.94 | User | APP_v5.J.xlsb | ufSaisieHeures:txtClient_AfterUpdate = '0,2305 secondes'

2025-01-07 16:32:16.86 | User | APP_v5.J.xlsb | ufSaisieHeures:txtActivite_AfterUpdate[Montage du suivi de la production des T4 et T5
]
2025-01-07 16:32:16.92 | User | APP_v5.J.xlsb | ufSaisieHeures:txtActivite_AfterUpdate = '0,0742 secondes'

2025-01-07 16:32:20.28 | User | APP_v5.J.xlsb | ufSaisieHeures:txtHeures_AfterUpdate[.50]
2025-01-07 16:32:20.34 | User | APP_v5.J.xlsb | ufSaisieHeures:txtHeures_AfterUpdate = '0,0703 secondes'

2025-01-07 16:32:20.40 | User | APP_v5.J.xlsb | ufSaisieHeures:txtHeures_Exit[0,50]
2025-01-07 16:32:20.45 | User | APP_v5.J.xlsb | ufSaisieHeures:txtHeures_Exit = '0,0586 secondes'

2025-01-07 16:32:22.39 | User | APP_v5.J.xlsb | ufSaisieHeures:cmdAdd_Click
2025-01-07 16:32:22.46 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne
2025-01-07 16:32:22.51 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB(0)
2025-01-07 16:32:23.44 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB - 0 = '0,9375 secondes'

2025-01-07 16:32:23.50 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally(0)
2025-01-07 16:32:23.61 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally - 0 = '0,1211 secondes'

2025-01-07 16:32:23.66 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF - 4/2025-01-06
2025-01-07 16:32:23.82 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF = '0,1680 secondes'

2025-01-07 16:32:23.87 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours - 4/2025-01-06
2025-01-07 16:32:23.93 | User | APP_v5.J.xlsb | wshTEC_TDB_Data:Worksheet_Change($U$7)
2025-01-07 16:32:23.99 | User | APP_v5.J.xlsb | modTEC_TDB:ActualiserTEC_TDB
2025-01-07 16:32:24.04 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local
2025-01-07 16:32:24.21 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local = '0,1758 secondes'

2025-01-07 16:32:24.26 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables
2025-01-07 16:32:24.46 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables = '0,2031 secondes'

2025-01-07 16:32:24.52 | User | APP_v5.J.xlsb | modTEC_TDB:ActualiserTEC_TDB = '0,5703 secondes'

2025-01-07 16:32:24.60 | User | APP_v5.J.xlsb | modStatsHeures:Stats_Heures_AF
2025-01-07 16:32:24.83 | User | APP_v5.J.xlsb | modStatsHeures:Stats_Heures_AF = '0,2344 secondes'

2025-01-07 16:32:24.88 | User | APP_v5.J.xlsb | modAppli:UpdatePivotTables
2025-01-07 16:32:24.99 | User | APP_v5.J.xlsb | modAppli:UpdatePivotTables = '0,1172 secondes'

2025-01-07 16:32:25.04 | User | APP_v5.J.xlsb | wshTEC_TDB_Data:Worksheet_Change = '1,1133 secondes'

2025-01-07 16:32:25.27 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours - 4/2025-01-06 = '1,4102 secondes'

2025-01-07 16:32:25.32 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne = '2,8711 secondes'

2025-01-07 16:32:25.38 | User | APP_v5.J.xlsb | ufSaisieHeures:cmdAdd_Click = '2,9961 secondes'

2025-01-07 16:32:28.01 | User | APP_v5.J.xlsb | ufSaisieHeures:lsbHresJour_dblClick[1]
2025-01-07 16:32:28.06 | User | APP_v5.J.xlsb | modFunctions:Fn_Find_Row_Number_TEC_ID
2025-01-07 16:32:28.14 | User | APP_v5.J.xlsb | modFunctions:Fn_Find_Row_Number_TEC_ID - Row # = 3275
2025-01-07 16:32:28.18 | User | APP_v5.J.xlsb | modFunctions:Fn_Find_Row_Number_TEC_ID = '0,1289 secondes'

2025-01-07 16:32:28.29 | User | APP_v5.J.xlsb | ufSaisieHeures:lsbHresJour_dblClick[3276] = '0,2930 secondes'

2025-01-07 16:32:30.52 | User | APP_v5.J.xlsb | ufSaisieHeures:txtClient_AfterUpdate[z_Administratif_Autres non chargeables]
2025-01-07 16:32:30.57 | User | APP_v5.J.xlsb | modFunctions:Fn_GetID_From_Client_Name - z_Administratif_Autres non chargeables
2025-01-07 16:32:30.63 | User | APP_v5.J.xlsb | modFunctions:Fn_GetID_From_Client_Name - 5 = '0,0664 secondes'

2025-01-07 16:32:30.68 | User | APP_v5.J.xlsb | ufSaisieHeures:txtClient_AfterUpdate = '0,1719 secondes'

2025-01-07 16:32:30.74 | User | APP_v5.J.xlsb | ufSaisieHeures:chbFacturable_AfterUpdate
2025-01-07 16:32:30.80 | User | APP_v5.J.xlsb | ufSaisieHeures:chbFacturable_AfterUpdate = '0,0703 secondes'

2025-01-07 16:32:32.82 | User | APP_v5.J.xlsb | ufSaisieHeures:cmdUpdate_Click[3276]
2025-01-07 16:32:32.87 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_Modifie_Ligne
2025-01-07 16:32:32.92 | User | APP_v5.J.xlsb | modFunctions:Fn_GetID_From_Client_Name - z_Administratif_Autres non chargeables
2025-01-07 16:32:32.98 | User | APP_v5.J.xlsb | modFunctions:Fn_GetID_From_Client_Name - 5 = '0,0625 secondes'

2025-01-07 16:32:33.03 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB(3276)
2025-01-07 16:32:33.91 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB - 3276 = '0,8867 secondes'

2025-01-07 16:32:33.96 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally(3276)
2025-01-07 16:32:34.02 | User | APP_v5.J.xlsb | modFunctions:Fn_Find_Row_Number_TEC_ID
2025-01-07 16:32:34.09 | User | APP_v5.J.xlsb | modFunctions:Fn_Find_Row_Number_TEC_ID - Row # = 3275
2025-01-07 16:32:34.14 | User | APP_v5.J.xlsb | modFunctions:Fn_Find_Row_Number_TEC_ID = '0,1289 secondes'

2025-01-07 16:32:34.21 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally - 3276 = '0,2578 secondes'

2025-01-07 16:32:34.27 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF - 4/01-06-2025
2025-01-07 16:32:34.38 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF = '0,1172 secondes'

2025-01-07 16:32:34.43 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours - 4/01-06-2025
2025-01-07 16:32:34.50 | User | APP_v5.J.xlsb | wshTEC_TDB_Data:Worksheet_Change($U$7)
2025-01-07 16:32:34.56 | User | APP_v5.J.xlsb | modTEC_TDB:ActualiserTEC_TDB
2025-01-07 16:32:34.61 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local
2025-01-07 16:32:34.74 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local = '0,1367 secondes'

2025-01-07 16:32:34.80 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables
2025-01-07 16:32:34.00 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables = '0,2109 secondes'

2025-01-07 16:32:35.07 | User | APP_v5.J.xlsb | modTEC_TDB:ActualiserTEC_TDB = '0,5352 secondes'

2025-01-07 16:32:35.14 | User | APP_v5.J.xlsb | modStatsHeures:Stats_Heures_AF
2025-01-07 16:32:35.36 | User | APP_v5.J.xlsb | modStatsHeures:Stats_Heures_AF = '0,2266 secondes'

2025-01-07 16:32:35.42 | User | APP_v5.J.xlsb | modAppli:UpdatePivotTables
2025-01-07 16:32:35.51 | User | APP_v5.J.xlsb | modAppli:UpdatePivotTables = '0,1016 secondes'

2025-01-07 16:32:35.56 | User | APP_v5.J.xlsb | wshTEC_TDB_Data:Worksheet_Change = '1,0703 secondes'

2025-01-07 16:32:35.82 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours - 4/01-06-2025 = '1,4023 secondes'

2025-01-07 16:32:35.88 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_Modifie_Ligne = '3,0195 secondes'

2025-01-07 16:32:35.94 | User | APP_v5.J.xlsb | ufSaisieHeures:cmdUpdate_Click = '3,1289 secondes'

2025-01-07 16:32:55.75 | User | APP_v5.J.xlsb | ufSaisieHeures:txtClient_AfterUpdate[z_Administratif]
2025-01-07 16:32:55.82 | User | APP_v5.J.xlsb | modFunctions:Fn_GetID_From_Client_Name - z_Administratif
2025-01-07 16:32:55.89 | User | APP_v5.J.xlsb | modFunctions:Fn_GetID_From_Client_Name - 5 = '0,0820 secondes'

2025-01-07 16:32:55.94 | User | APP_v5.J.xlsb | ufSaisieHeures:txtClient_AfterUpdate = '0,2031 secondes'

2025-01-07 16:32:56.01 | User | APP_v5.J.xlsb | ufSaisieHeures:lstboxNomClient_DblClick
2025-01-07 16:32:56.12 | User | APP_v5.J.xlsb | modFunctions:Fn_GetID_From_Client_Name - z_Administratif_Autres non chargeables
2025-01-07 16:32:56.17 | User | APP_v5.J.xlsb | modFunctions:Fn_GetID_From_Client_Name - 5 = '0,0625 secondes'

2025-01-07 16:32:56.22 | User | APP_v5.J.xlsb | ufSaisieHeures:lstboxNomClient_DblClick = '0,2227 secondes'

2025-01-07 16:32:56.29 | User | APP_v5.J.xlsb | ufSaisieHeures:txtClient_AfterUpdate[z_Administratif_Autres non chargeables]
2025-01-07 16:32:56.36 | User | APP_v5.J.xlsb | modFunctions:Fn_GetID_From_Client_Name - z_Administratif_Autres non chargeables
2025-01-07 16:32:56.41 | User | APP_v5.J.xlsb | modFunctions:Fn_GetID_From_Client_Name - 5 = '0,0625 secondes'

2025-01-07 16:32:56.47 | User | APP_v5.J.xlsb | ufSaisieHeures:txtClient_AfterUpdate = '0,1836 secondes'

2025-01-07 16:33:12.57 | User | APP_v5.J.xlsb | ufSaisieHeures:txtHeures_AfterUpdate[1]
2025-01-07 16:33:12.66 | User | APP_v5.J.xlsb | ufSaisieHeures:txtHeures_AfterUpdate = '0,0977 secondes'

2025-01-07 16:33:12.71 | User | APP_v5.J.xlsb | ufSaisieHeures:txtHeures_Exit[1,00]
2025-01-07 16:33:12.77 | User | APP_v5.J.xlsb | ufSaisieHeures:txtHeures_Exit = '0,0625 secondes'

2025-01-07 16:33:14.28 | User | APP_v5.J.xlsb | ufSaisieHeures:chbFacturable_AfterUpdate
2025-01-07 16:33:14.34 | User | APP_v5.J.xlsb | ufSaisieHeures:chbFacturable_AfterUpdate = '0,0664 secondes'

2025-01-07 16:33:28.27 | User | APP_v5.J.xlsb | ufSaisieHeures:txtActivite_AfterUpdate[Aide aux clients pour les autorisations (Anne-Marie Ducharme, Marc Lalonde, Louis Freyd)
]
2025-01-07 16:33:28.36 | User | APP_v5.J.xlsb | ufSaisieHeures:txtActivite_AfterUpdate = '0,0977 secondes'

2025-01-07 16:33:32.98 | User | APP_v5.J.xlsb | ufSaisieHeures:txtActivite_AfterUpdate[Aide aux clients pour les autorisations (Anne-Marie Ducharme, Marc Lalonde, Louis Freyd)]
2025-01-07 16:33:33.05 | User | APP_v5.J.xlsb | ufSaisieHeures:txtActivite_AfterUpdate = '0,0742 secondes'

2025-01-07 16:33:33.11 | User | APP_v5.J.xlsb | ufSaisieHeures:chbFacturable_AfterUpdate
2025-01-07 16:33:33.16 | User | APP_v5.J.xlsb | ufSaisieHeures:chbFacturable_AfterUpdate = '0,0586 secondes'

2025-01-07 16:33:34.21 | User | APP_v5.J.xlsb | ufSaisieHeures:chbFacturable_AfterUpdate
2025-01-07 16:33:34.27 | User | APP_v5.J.xlsb | ufSaisieHeures:chbFacturable_AfterUpdate = '0,0625 secondes'

2025-01-07 16:33:35.59 | User | APP_v5.J.xlsb | ufSaisieHeures:cmdAdd_Click
2025-01-07 16:33:35.64 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne
2025-01-07 16:33:35.70 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB(0)
2025-01-07 16:33:36.64 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB - 0 = '0,9609 secondes'

2025-01-07 16:33:36.71 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally(0)
2025-01-07 16:33:36.83 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally - 0 = '0,1250 secondes'

2025-01-07 16:33:36.88 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF - 4/2025-01-06
2025-01-07 16:33:37.04 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF = '0,1641 secondes'

2025-01-07 16:33:37.10 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours - 4/2025-01-06
2025-01-07 16:33:37.18 | User | APP_v5.J.xlsb | wshTEC_TDB_Data:Worksheet_Change($U$7)
2025-01-07 16:33:37.22 | User | APP_v5.J.xlsb | modTEC_TDB:ActualiserTEC_TDB
2025-01-07 16:33:37.28 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local
2025-01-07 16:33:37.45 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local = '0,1797 secondes'

2025-01-07 16:33:37.50 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables
2025-01-07 16:33:37.68 | User | APP_v5.J.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables = '0,1836 secondes'

2025-01-07 16:33:37.73 | User | APP_v5.J.xlsb | modTEC_TDB:ActualiserTEC_TDB = '0,5117 secondes'

2025-01-07 16:33:37.78 | User | APP_v5.J.xlsb | modStatsHeures:Stats_Heures_AF
2025-01-07 16:33:38.02 | User | APP_v5.J.xlsb | modStatsHeures:Stats_Heures_AF = '0,2500 secondes'

2025-01-07 16:33:38.08 | User | APP_v5.J.xlsb | modAppli:UpdatePivotTables
2025-01-07 16:33:38.21 | User | APP_v5.J.xlsb | modAppli:UpdatePivotTables = '0,1523 secondes'

2025-01-07 16:33:38.27 | User | APP_v5.J.xlsb | wshTEC_TDB_Data:Worksheet_Change = '1,1016 secondes'

