2024-10-02 10:54:12 | vgervais | @0137 | ufSaisieHeures | cmbProfessionnel_AfterUpdate | wshAdmin.Range("TEC_Date").value = '' | type = Empty
2024-10-02 10:56:41 | vgervais | @0224 | ufSaisieHeures | txtDate_AfterUpdate | dateFormated = '2024-10-01' | type = Date
2024-10-02 10:56:41 | vgervais | @0226 | ufSaisieHeures | txtDate_AfterUpdate | wshAdmin.Range("TEC_Date").value = '2024-10-01' | type = Date
2024-10-02 10:56:41 | vgervais | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '2024-10-01' | type = Date
2024-10-02 10:56:41 | vgervais | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '2024-10-01' | type = Date
2024-10-02 10:57:28 | vgervais | @0171 | ufSaisieHeures | txtDate_BeforeUpdate | ufSaisieHeures.txtDate.value = '2024-10-02' | type = String
2024-10-02 10:57:28 | vgervais | @0173 | ufSaisieHeures | txtDate_BeforeUpdate | fullDate = '2024-10-02' | type = Date
2024-10-02 10:57:28 | vgervais | @0189 | ufSaisieHeures | txtDate_BeforeUpdate | fullDate = '2024-10-02' | type = Date
2024-10-02 10:57:28 | vgervais | @0190 | ufSaisieHeures | txtDate_BeforeUpdate | DateSerial = '2024-10-02' | Vrai
2024-10-02 10:57:28 | vgervais | @0214 | ufSaisieHeures | txtDate_AfterUpdate | ufSaisieHeures.txtDate.value = '2024-10-02' | type = String
2024-10-02 10:57:28 | vgervais | @0222 | ufSaisieHeures | txtDate_AfterUpdate | dateStr = '2024-10-02' | type = String
2024-10-02 10:57:28 | vgervais | @0224 | ufSaisieHeures | txtDate_AfterUpdate | dateFormated = '2024-10-02' | type = Date
2024-10-02 10:57:28 | vgervais | @0226 | ufSaisieHeures | txtDate_AfterUpdate | wshAdmin.Range("TEC_Date").value = '2024-10-02' | type = Date
2024-10-02 10:57:28 | vgervais | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '2024-10-02' | type = Date
2024-10-02 10:57:28 | vgervais | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '2024-10-02' | type = Date
2024-10-02 10:58:19 | vgervais | @0029 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '2024-10-02' | type = String
2024-10-02 10:58:19 | vgervais | @0033 | modTEC_Saisie | TEC_Ajoute_Ligne | ***** - y = 2024, m = 10, d = 2 | type = String
2024-10-02 10:58:19 | vgervais | @0042 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '2024-10-02' | type = String
2024-10-02 10:58:19 | vgervais | @0319 | modTEC_Saisie | TEC_Record_Add_Or_Update_To_DB | dateValue = '2024-10-02' | type = Date
2024-10-02 10:58:20 | vgervais | @0513 | modTEC_Saisie | TEC_Record_Add_Or_Update_Locally | dateValue = '2024-10-02' | type = Date
2024-10-02 10:58:20 | vgervais | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '2024-10-02' | type = Date
2024-10-02 10:58:20 | vgervais | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '2024-10-02' | type = Date
2024-10-02 11:05:55 | vgervais | @0029 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '2024-10-02' | type = String
2024-10-02 11:05:55 | vgervais | @0033 | modTEC_Saisie | TEC_Ajoute_Ligne | ***** - y = 2024, m = 10, d = 2 | type = String
2024-10-02 11:05:55 | vgervais | @0042 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '2024-10-02' | type = String
2024-10-02 11:05:56 | vgervais | @0319 | modTEC_Saisie | TEC_Record_Add_Or_Update_To_DB | dateValue = '2024-10-02' | type = Date
2024-10-02 11:05:56 | vgervais | @0513 | modTEC_Saisie | TEC_Record_Add_Or_Update_Locally | dateValue = '2024-10-02' | type = Date
2024-10-02 11:05:56 | vgervais | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '2024-10-02' | type = Date
2024-10-02 11:05:56 | vgervais | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '2024-10-02' | type = Date
2024-10-02 11:11:30 | GuillaumeCharron | @0137 | ufSaisieHeures | cmbProfessionnel_AfterUpdate | wshAdmin.Range("TEC_Date").value = '' | type = Empty
2024-10-02 11:11:30 | GuillaumeCharron | @0171 | ufSaisieHeures | txtDate_BeforeUpdate | ufSaisieHeures.txtDate.value = '02/10/24' | type = String
2024-10-02 11:11:30 | GuillaumeCharron | @0173 | ufSaisieHeures | txtDate_BeforeUpdate | fullDate = '02/10/24' | type = Date
2024-10-02 11:11:30 | GuillaumeCharron | @0189 | ufSaisieHeures | txtDate_BeforeUpdate | fullDate = '02/10/24' | type = Date
2024-10-02 11:11:30 | GuillaumeCharron | @0190 | ufSaisieHeures | txtDate_BeforeUpdate | DateSerial = '02/10/24' | Vrai
2024-10-02 11:11:31 | GuillaumeCharron | @0214 | ufSaisieHeures | txtDate_AfterUpdate | ufSaisieHeures.txtDate.value = '02/10/24' | type = String
2024-10-02 11:11:31 | GuillaumeCharron | @0222 | ufSaisieHeures | txtDate_AfterUpdate | dateStr = '02/10/24' | type = String
2024-10-02 11:11:31 | GuillaumeCharron | @0224 | ufSaisieHeures | txtDate_AfterUpdate | dateFormated = '02/10/24' | type = Date
2024-10-02 11:11:31 | GuillaumeCharron | @0226 | ufSaisieHeures | txtDate_AfterUpdate | wshAdmin.Range("TEC_Date").value = '02/10/24' | type = Date
2024-10-02 11:11:31 | GuillaumeCharron | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '02/10/24' | type = Date
2024-10-02 11:11:31 | GuillaumeCharron | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '02/10/24' | type = Date
2024-10-02 11:12:00 | GuillaumeCharron | @0029 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '02/10/24' | type = String
2024-10-02 11:12:00 | GuillaumeCharron | @0033 | modTEC_Saisie | TEC_Ajoute_Ligne | ***** - y = 2024, m = 10, d = 2 | type = String
2024-10-02 11:12:00 | GuillaumeCharron | @0042 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '02/10/24' | type = String
2024-10-02 11:12:00 | GuillaumeCharron | @0319 | modTEC_Saisie | TEC_Record_Add_Or_Update_To_DB | dateValue = '02/10/24' | type = Date
2024-10-02 11:12:00 | GuillaumeCharron | @0513 | modTEC_Saisie | TEC_Record_Add_Or_Update_Locally | dateValue = '02/10/24' | type = Date
2024-10-02 11:12:01 | GuillaumeCharron | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '02/10/24' | type = Date
2024-10-02 11:12:01 | GuillaumeCharron | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '02/10/24' | type = Date
2024-10-02 11:22:52 | GuillaumeCharron | @0319 | modTEC_Saisie | TEC_Record_Add_Or_Update_To_DB | dateValue = '02/10/24' | type = Date
2024-10-02 11:22:53 | GuillaumeCharron | @0513 | modTEC_Saisie | TEC_Record_Add_Or_Update_Locally | dateValue = '02/10/24' | type = Date
2024-10-02 11:22:53 | GuillaumeCharron | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '02/10/24' | type = Date
2024-10-02 11:22:53 | GuillaumeCharron | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '02/10/24' | type = Date
2024-10-02 11:34:04 | vgervais | @0319 | modTEC_Saisie | TEC_Record_Add_Or_Update_To_DB | dateValue = '2024-10-02' | type = Date
2024-10-02 11:34:04 | vgervais | @0513 | modTEC_Saisie | TEC_Record_Add_Or_Update_Locally | dateValue = '2024-10-02' | type = Date
2024-10-02 11:34:04 | vgervais | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '2024-10-02' | type = Date
2024-10-02 11:34:04 | vgervais | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '2024-10-02' | type = Date
2024-10-02 12:01:22 | vgervais | @0319 | modTEC_Saisie | TEC_Record_Add_Or_Update_To_DB | dateValue = '2024-10-02' | type = Date
2024-10-02 12:01:22 | vgervais | @0513 | modTEC_Saisie | TEC_Record_Add_Or_Update_Locally | dateValue = '2024-10-02' | type = Date
2024-10-02 12:01:22 | vgervais | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '2024-10-02' | type = Date
2024-10-02 12:01:22 | vgervais | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '2024-10-02' | type = Date
2024-10-02 13:36:28 | Guillaume | @0137 | ufSaisieHeures | cmbProfessionnel_AfterUpdate | wshAdmin.Range("TEC_Date").value = '' | type = Empty
2024-10-02 13:36:29 | Guillaume | @0171 | ufSaisieHeures | txtDate_BeforeUpdate | ufSaisieHeures.txtDate.value = '02/oct/2024' | type = String
2024-10-02 13:36:29 | Guillaume | @0173 | ufSaisieHeures | txtDate_BeforeUpdate | fullDate = '02/oct/2024' | type = Date
2024-10-02 13:36:29 | Guillaume | @0189 | ufSaisieHeures | txtDate_BeforeUpdate | fullDate = '02/oct/2024' | type = Date
2024-10-02 13:36:29 | Guillaume | @0190 | ufSaisieHeures | txtDate_BeforeUpdate | DateSerial = '02/oct/2024' | Vrai
2024-10-02 13:36:30 | Guillaume | @0214 | ufSaisieHeures | txtDate_AfterUpdate | ufSaisieHeures.txtDate.value = '02/oct/2024' | type = String
2024-10-02 13:36:30 | Guillaume | @0222 | ufSaisieHeures | txtDate_AfterUpdate | dateStr = '02/oct/2024' | type = String
2024-10-02 13:36:30 | Guillaume | @0224 | ufSaisieHeures | txtDate_AfterUpdate | dateFormated = '02/oct/2024' | type = Date
2024-10-02 13:36:30 | Guillaume | @0226 | ufSaisieHeures | txtDate_AfterUpdate | wshAdmin.Range("TEC_Date").value = '02/oct/2024' | type = Date
2024-10-02 13:36:30 | Guillaume | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '02/oct/2024' | type = Date
2024-10-02 13:36:30 | Guillaume | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '02/oct/2024' | type = Date
2024-10-02 13:37:05 | Guillaume | @0029 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '02/oct/2024' | type = String
2024-10-02 13:37:05 | Guillaume | @0033 | modTEC_Saisie | TEC_Ajoute_Ligne | ***** - y = 2024, m = 10, d = 2 | type = String
2024-10-02 13:37:05 | Guillaume | @0042 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '02/oct/2024' | type = String
2024-10-02 13:37:05 | Guillaume | @0319 | modTEC_Saisie | TEC_Record_Add_Or_Update_To_DB | dateValue = '02/oct/2024' | type = Date
2024-10-02 13:37:07 | Guillaume | @0513 | modTEC_Saisie | TEC_Record_Add_Or_Update_Locally | dateValue = '02/oct/2024' | type = Date
2024-10-02 13:37:07 | Guillaume | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '02/oct/2024' | type = Date
2024-10-02 13:37:07 | Guillaume | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '02/oct/2024' | type = Date
2024-10-02 13:37:26 | Guillaume | @0029 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '02/oct/2024' | type = String
2024-10-02 13:37:26 | Guillaume | @0033 | modTEC_Saisie | TEC_Ajoute_Ligne | ***** - y = 2024, m = 10, d = 2 | type = String
2024-10-02 13:37:26 | Guillaume | @0042 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '02/oct/2024' | type = String
2024-10-02 13:37:27 | Guillaume | @0319 | modTEC_Saisie | TEC_Record_Add_Or_Update_To_DB | dateValue = '02/oct/2024' | type = Date
2024-10-02 13:37:28 | Guillaume | @0513 | modTEC_Saisie | TEC_Record_Add_Or_Update_Locally | dateValue = '02/oct/2024' | type = Date
2024-10-02 13:37:28 | Guillaume | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '02/oct/2024' | type = Date
2024-10-02 13:37:28 | Guillaume | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '02/oct/2024' | type = Date
2024-10-02 13:38:40 | Guillaume | @0029 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '02/oct/2024' | type = String
2024-10-02 13:38:40 | Guillaume | @0033 | modTEC_Saisie | TEC_Ajoute_Ligne | ***** - y = 2024, m = 10, d = 2 | type = String
2024-10-02 13:38:40 | Guillaume | @0042 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '02/oct/2024' | type = String
2024-10-02 13:38:41 | Guillaume | @0319 | modTEC_Saisie | TEC_Record_Add_Or_Update_To_DB | dateValue = '02/oct/2024' | type = Date
2024-10-02 13:38:42 | Guillaume | @0513 | modTEC_Saisie | TEC_Record_Add_Or_Update_Locally | dateValue = '02/oct/2024' | type = Date
2024-10-02 13:38:42 | Guillaume | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '02/oct/2024' | type = Date
2024-10-02 13:38:42 | Guillaume | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '02/oct/2024' | type = Date
2024-10-02 14:15:11 | Guillaume | @0029 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '02/oct/2024' | type = String
2024-10-02 14:15:11 | Guillaume | @0033 | modTEC_Saisie | TEC_Ajoute_Ligne | ***** - y = 2024, m = 10, d = 2 | type = String
2024-10-02 14:15:11 | Guillaume | @0042 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '02/oct/2024' | type = String
2024-10-02 14:15:12 | Guillaume | @0319 | modTEC_Saisie | TEC_Record_Add_Or_Update_To_DB | dateValue = '02/oct/2024' | type = Date
2024-10-02 14:15:13 | Guillaume | @0513 | modTEC_Saisie | TEC_Record_Add_Or_Update_Locally | dateValue = '02/oct/2024' | type = Date
2024-10-02 14:15:13 | Guillaume | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '02/oct/2024' | type = Date
2024-10-02 14:15:13 | Guillaume | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '02/oct/2024' | type = Date
2024-10-02 14:26:40 | vgervais | @0029 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '10-02-2024' | type = String
2024-10-02 14:26:40 | vgervais | @0033 | modTEC_Saisie | TEC_Ajoute_Ligne | ***** - y = 2024, m = 10, d = 2 | type = String
2024-10-02 14:26:40 | vgervais | @0042 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '2024-10-02' | type = String
2024-10-02 14:26:40 | vgervais | @0319 | modTEC_Saisie | TEC_Record_Add_Or_Update_To_DB | dateValue = '2024-10-02' | type = Date
2024-10-02 14:26:41 | vgervais | @0513 | modTEC_Saisie | TEC_Record_Add_Or_Update_Locally | dateValue = '2024-10-02' | type = Date
2024-10-02 14:26:41 | vgervais | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '2024-10-02' | type = Date
2024-10-02 14:26:41 | vgervais | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '2024-10-02' | type = Date
2024-10-02 14:33:10 | Guillaume | @0029 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '02/oct/2024' | type = String
2024-10-02 14:33:10 | Guillaume | @0033 | modTEC_Saisie | TEC_Ajoute_Ligne | ***** - y = 2024, m = 10, d = 2 | type = String
2024-10-02 14:33:10 | Guillaume | @0042 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '02/oct/2024' | type = String
2024-10-02 14:33:11 | Guillaume | @0319 | modTEC_Saisie | TEC_Record_Add_Or_Update_To_DB | dateValue = '02/oct/2024' | type = Date
2024-10-02 14:33:12 | Guillaume | @0513 | modTEC_Saisie | TEC_Record_Add_Or_Update_Locally | dateValue = '02/oct/2024' | type = Date
2024-10-02 14:33:12 | Guillaume | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '02/oct/2024' | type = Date
2024-10-02 14:33:12 | Guillaume | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '02/oct/2024' | type = Date
2024-10-02 14:44:58 | Guillaume | @0029 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '02/oct/2024' | type = String
2024-10-02 14:44:58 | Guillaume | @0033 | modTEC_Saisie | TEC_Ajoute_Ligne | ***** - y = 2024, m = 10, d = 2 | type = String
2024-10-02 14:44:59 | Guillaume | @0042 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '02/oct/2024' | type = String
2024-10-02 14:45:04 | Guillaume | @0319 | modTEC_Saisie | TEC_Record_Add_Or_Update_To_DB | dateValue = '02/oct/2024' | type = Date
2024-10-02 14:45:10 | Guillaume | @0513 | modTEC_Saisie | TEC_Record_Add_Or_Update_Locally | dateValue = '02/oct/2024' | type = Date
2024-10-02 14:45:10 | Guillaume | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '02/oct/2024' | type = Date
2024-10-02 14:45:10 | Guillaume | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '02/oct/2024' | type = Date
2024-10-02 14:48:17 | vgervais | @0029 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '2024-10-02' | type = String
2024-10-02 14:48:17 | vgervais | @0033 | modTEC_Saisie | TEC_Ajoute_Ligne | ***** - y = 2024, m = 10, d = 2 | type = String
2024-10-02 14:48:18 | vgervais | @0042 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '2024-10-02' | type = String
2024-10-02 14:48:18 | vgervais | @0319 | modTEC_Saisie | TEC_Record_Add_Or_Update_To_DB | dateValue = '2024-10-02' | type = Date
2024-10-02 14:48:18 | vgervais | @0513 | modTEC_Saisie | TEC_Record_Add_Or_Update_Locally | dateValue = '2024-10-02' | type = Date
2024-10-02 14:48:18 | vgervais | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '2024-10-02' | type = Date
2024-10-02 14:48:18 | vgervais | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '2024-10-02' | type = Date
2024-10-02 15:06:34 | Guillaume | @0029 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '02/oct/2024' | type = String
2024-10-02 15:06:34 | Guillaume | @0033 | modTEC_Saisie | TEC_Ajoute_Ligne | ***** - y = 2024, m = 10, d = 2 | type = String
2024-10-02 15:06:35 | Guillaume | @0042 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '02/oct/2024' | type = String
2024-10-02 15:06:35 | Guillaume | @0319 | modTEC_Saisie | TEC_Record_Add_Or_Update_To_DB | dateValue = '02/oct/2024' | type = Date
2024-10-02 15:06:36 | Guillaume | @0513 | modTEC_Saisie | TEC_Record_Add_Or_Update_Locally | dateValue = '02/oct/2024' | type = Date
2024-10-02 15:06:37 | Guillaume | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '02/oct/2024' | type = Date
2024-10-02 15:06:37 | Guillaume | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '02/oct/2024' | type = Date
2024-10-02 15:18:59 | vgervais | @0319 | modTEC_Saisie | TEC_Record_Add_Or_Update_To_DB | dateValue = '2024-10-02' | type = Date
2024-10-02 15:19:00 | vgervais | @0513 | modTEC_Saisie | TEC_Record_Add_Or_Update_Locally | dateValue = '2024-10-02' | type = Date
2024-10-02 15:19:00 | vgervais | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '2024-10-02' | type = Date
2024-10-02 15:19:00 | vgervais | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '2024-10-02' | type = Date
2024-10-02 15:25:16 | Guillaume | @0029 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '02/oct/2024' | type = String
2024-10-02 15:25:16 | Guillaume | @0033 | modTEC_Saisie | TEC_Ajoute_Ligne | ***** - y = 2024, m = 10, d = 2 | type = String
2024-10-02 15:25:16 | Guillaume | @0042 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '02/oct/2024' | type = String
2024-10-02 15:25:17 | Guillaume | @0319 | modTEC_Saisie | TEC_Record_Add_Or_Update_To_DB | dateValue = '02/oct/2024' | type = Date
2024-10-02 15:25:18 | Guillaume | @0513 | modTEC_Saisie | TEC_Record_Add_Or_Update_Locally | dateValue = '02/oct/2024' | type = Date
2024-10-02 15:25:18 | Guillaume | @0188 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshAdmin.Range("TEC_Date").value = '02/oct/2024' | type = Date
2024-10-02 15:25:19 | Guillaume | @0190 | modTEC_Saisie | TEC_Get_All_TEC_AF | wshTEC_Local.Range("S3").value = '02/oct/2024' | type = Date
2024-10-02 15:25:55 | Guillaume | @0029 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '02/oct/2024' | type = String
2024-10-02 15:25:55 | Guillaume | @0033 | modTEC_Saisie | TEC_Ajoute_Ligne | ***** - y = 2024, m = 10, d = 2 | type = String
2024-10-02 15:25:55 | Guillaume | @0042 | modTEC_Saisie | TEC_Ajoute_Ligne | ufSaisieHeures.txtDate.value = '02/oct/2024' | type = String
