2024-11-15 04:15:40.75 | GuillaumeCharron | APP_v5.D.1.xlsb | ***** Début d'une nouvelle session (Workbook_Open) ***** |  | 31
2024-11-15 04:16:26.63 | GuillaumeCharron | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Push_TEC_Local_To_DB_Data |  | 31
2024-11-15 04:16:26.95 | GuillaumeCharron | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Push_TEC_Local_To_DB_Data | 0,3223 sec. | 31

2024-11-15 04:16:26.97 | GuillaumeCharron | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 31
2024-11-15 04:16:27.20 | GuillaumeCharron | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables | 0,2334 sec. | 31

2024-11-15 04:16:27.21 | GuillaumeCharron | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Update_All | 0,6074 sec. | 31

2024-11-15 04:16:27.23 | GuillaumeCharron | APP_v5.D.1.xlsb | modStatsHeures:StatsHeures_AdvancedFilters |  | 31
2024-11-15 04:16:27.70 | GuillaumeCharron | APP_v5.D.1.xlsb | modStatsHeures:StatsHeures_AdvancedFilters | 0,4727 sec. | 31

2024-11-15 04:16:27.91 | GuillaumeCharron | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 1,3359 sec. | 31

2024-11-15 04:16:27.93 | GuillaumeCharron | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Update_All |  | 31
2024-11-15 04:16:27.95 | GuillaumeCharron | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Push_TEC_Local_To_DB_Data |  | 31
2024-11-15 04:16:28.25 | GuillaumeCharron | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Push_TEC_Local_To_DB_Data | 0,3018 sec. | 31

2024-11-15 04:16:28.27 | GuillaumeCharron | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 31
2024-11-15 04:16:28.61 | GuillaumeCharron | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables | 0,3467 sec. | 31

2024-11-15 04:16:28.63 | GuillaumeCharron | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Update_All | 0,6982 sec. | 31

2024-11-15 04:16:28.64 | GuillaumeCharron | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne | 2,9404 sec. | 31

2024-11-15 04:16:28.66 | GuillaumeCharron | APP_v5.D.1.xlsb | ufSaisieHeures:cmdAdd_Click | 2,9766 sec. | 31

2024-11-15 05:07:42.95 | GuillaumeCharron | APP_v5.D.1.xlsb | ufSaisieHeures:txtClient_AfterUpdate - Gestion L'Anneau Inc. [Lalonde & Brient] [Nathalie Brient] |  | 31
2024-11-15 05:07:42.97 | GuillaumeCharron | APP_v5.D.1.xlsb | modFunctions:Fn_GetID_From_Client_Name - Gestion L'Anneau Inc. [Lalonde & Brient] [Nathalie Brient] |  | 31
2024-11-15 05:07:42.99 | GuillaumeCharron | APP_v5.D.1.xlsb | modFunctions:Fn_GetID_From_Client_Name - 1142 | 0,0137 sec. | 31

2024-11-15 05:07:43.00 | GuillaumeCharron | APP_v5.D.1.xlsb |    ufSaisieHeures:txtClient_AfterUpdate - 1142 |  | 31
2024-11-15 05:07:43.02 | GuillaumeCharron | APP_v5.D.1.xlsb | ufSaisieHeures:txtClient_AfterUpdate | 0,0645 sec. | 31

2024-11-15 05:08:03.40 | GuillaumeCharron | APP_v5.D.1.xlsb | ufSaisieHeures:txtActivite_AfterUpdate |  | 31
2024-11-15 05:08:03.42 | GuillaumeCharron | APP_v5.D.1.xlsb | ufSaisieHeures:txtActivite_AfterUpdate | 0,0215 sec. | 31

2024-11-15 05:08:06.28 | GuillaumeCharron | APP_v5.D.1.xlsb | ufSaisieHeures:txtHeures_Exit |  | 31
2024-11-15 05:08:19.31 | GuillaumeCharron | APP_v5.D.1.xlsb | ufSaisieHeures:txtActivite_AfterUpdate |  | 31
2024-11-15 05:08:19.33 | GuillaumeCharron | APP_v5.D.1.xlsb | ufSaisieHeures:txtActivite_AfterUpdate | 0,0195 sec. | 31

2024-11-15 05:08:21.23 | GuillaumeCharron | APP_v5.D.1.xlsb | ufSaisieHeures:txtHeures_AfterUpdate |  | 31
2024-11-15 05:08:21.25 | GuillaumeCharron | APP_v5.D.1.xlsb | ufSaisieHeures:txtHeures_AfterUpdate | 0,0254 sec. | 31

2024-11-15 05:08:21.27 | GuillaumeCharron | APP_v5.D.1.xlsb | ufSaisieHeures:txtHeures_Exit |  | 31
2024-11-15 05:08:21.28 | GuillaumeCharron | APP_v5.D.1.xlsb | ufSaisieHeures:txtHeures_AfterUpdate | 0,0156 sec. | 31

2024-11-15 05:08:22.54 | GuillaumeCharron | APP_v5.D.1.xlsb | ufSaisieHeures:cmdAdd_Click |  | 31
2024-11-15 05:08:22.56 | GuillaumeCharron | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne |  | 31
2024-11-15 05:08:22.57 | GuillaumeCharron | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB - TECID = '0' |  | 31
2024-11-15 05:08:22.64 | GuillaumeCharron | APP_v5.D.1.xlsb |      modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB - AddingNewRecord - TECID = 0 |  | 31
2024-11-15 05:08:22.72 | GuillaumeCharron | APP_v5.D.1.xlsb |      modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB - Le nouvel enregistrement, TECID a été assigné à 2452 |  | 31
2024-11-15 05:08:22.74 | GuillaumeCharron | APP_v5.D.1.xlsb |      modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB - Création du RecordSet |  | 31
2024-11-15 05:08:22.76 | GuillaumeCharron | APP_v5.D.1.xlsb |      modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB - Le RecordSet a été ajouté pour le TECID = 2452 |  | 31
2024-11-15 05:08:22.96 | GuillaumeCharron | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB | 0,3887 sec. | 31

2024-11-15 05:08:22.98 | GuillaumeCharron | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally |  | 31
2024-11-15 05:08:23.14 | GuillaumeCharron | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally | 0,1680 sec. | 31

2024-11-15 05:08:23.16 | GuillaumeCharron | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF - 1/2024-11-15 |  | 31
2024-11-15 05:08:23.35 | GuillaumeCharron | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF | 0,1914 sec. | 31

2024-11-15 05:08:23.37 | GuillaumeCharron | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours |  | 31
2024-11-15 05:08:23.39 | GuillaumeCharron | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Update_All |  | 31
2024-11-15 05:08:23.41 | GuillaumeCharron | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Push_TEC_Local_To_DB_Data |  | 31
2024-11-15 05:08:23.73 | GuillaumeCharron | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Push_TEC_Local_To_DB_Data | 0,3203 sec. | 31

2024-11-15 05:08:23.75 | GuillaumeCharron | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 31
2024-11-15 05:08:23.98 | GuillaumeCharron | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables | 0,2344 sec. | 31

2024-11-15 05:08:23.00 | GuillaumeCharron | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Update_All | 0,6074 sec. | 31

2024-11-15 05:08:24.01 | GuillaumeCharron | APP_v5.D.1.xlsb | modStatsHeures:StatsHeures_AdvancedFilters |  | 31
2024-11-15 05:08:24.41 | GuillaumeCharron | APP_v5.D.1.xlsb | modStatsHeures:StatsHeures_AdvancedFilters | 0,4004 sec. | 31

2024-11-15 05:08:24.57 | GuillaumeCharron | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 1,2090 sec. | 31

2024-11-15 05:08:24.59 | GuillaumeCharron | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Update_All |  | 31
2024-11-15 05:08:24.61 | GuillaumeCharron | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Push_TEC_Local_To_DB_Data |  | 31
2024-11-15 05:08:24.90 | GuillaumeCharron | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Push_TEC_Local_To_DB_Data | 0,2988 sec. | 31

2024-11-15 05:08:24.92 | GuillaumeCharron | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 31
2024-11-15 05:08:25.20 | GuillaumeCharron | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables | 0,2812 sec. | 31

2024-11-15 05:08:25.22 | GuillaumeCharron | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Update_All | 0,6289 sec. | 31

2024-11-15 05:08:25.23 | GuillaumeCharron | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne | 2,6758 sec. | 31

2024-11-15 05:08:25.25 | GuillaumeCharron | APP_v5.D.1.xlsb | ufSaisieHeures:cmdAdd_Click | 2,7109 sec. | 31

2024-11-15 05:17:16.81 | GuillaumeCharron | APP_v5.D.1.xlsb | ufSaisieHeures:UserForm_Terminate |  | 31
2024-11-15 05:17:16.86 | GuillaumeCharron | APP_v5.D.1.xlsb | ufSaisieHeures:UserForm_Terminate | 0,0586 sec. | 31

2024-11-15 06:23:30.75 | GuillaumeCharron | APP_v5.D.1.xlsb | ufSaisieHeures:UserForm_Activate |  | 31
2024-11-15 06:23:30.77 | GuillaumeCharron | APP_v5.D.1.xlsb | modImport:Client_List_Import_All |  | 31
2024-11-15 06:23:30.98 | GuillaumeCharron | APP_v5.D.1.xlsb |      modImport:Client_List_Import_All - Le .CopyFromRecordSet est complétée |  | 31
2024-11-15 06:23:31.05 | GuillaumeCharron | APP_v5.D.1.xlsb |      modImport:Client_List_Import_All - La mise en forme a été appliquée |  | 31
2024-11-15 06:23:31.13 | GuillaumeCharron | APP_v5.D.1.xlsb | modImport:Client_List_Import_All | 0,3613 sec. | 31

2024-11-15 06:23:31.15 | GuillaumeCharron | APP_v5.D.1.xlsb | modImport:TEC_Import_All |  | 31
2024-11-15 06:23:31.43 | GuillaumeCharron | APP_v5.D.1.xlsb |      modImport:TEC_Import_All - Le .CopyFromRecordSet est complétée |  | 31
2024-11-15 06:23:31.65 | GuillaumeCharron | APP_v5.D.1.xlsb |      modImport:TEC_Import_All - La mise en forme a été appliquée |  | 31
2024-11-15 06:23:31.76 | GuillaumeCharron | APP_v5.D.1.xlsb | modImport:TEC_Import_All | 0,6055 sec. | 31

2024-11-15 06:23:31.78 | GuillaumeCharron | APP_v5.D.1.xlsb | ufSaisieHeures:UserForm_Activate | 1,0352 sec. | 31

2024-11-15 06:23:32.85 | GuillaumeCharron | APP_v5.D.1.xlsb | ufSaisieHeures:cmbProfessionnel_AfterUpdate |  | 31
2024-11-15 06:23:32.87 | GuillaumeCharron | APP_v5.D.1.xlsb | ufSaisieHeures:cmbProfessionnel_AfterUpdate | 0,0176 sec. | 31

2024-11-15 06:23:33.23 | GuillaumeCharron | APP_v5.D.1.xlsb | ufSaisieHeures:txtDate_BeforeUpdate |  | 31
2024-11-15 06:23:33.25 | GuillaumeCharron | APP_v5.D.1.xlsb | modFunctions:Fn_Complete_Date @00608   y = 2024   m = 11   d = 15 parsedDate='15/11/24' |  | 31
2024-11-15 06:23:33.27 | GuillaumeCharron | APP_v5.D.1.xlsb | ufSaisieHeures:txtDate_BeforeUpdate | 0,0449 sec. | 31

2024-11-15 06:23:33.29 | GuillaumeCharron | APP_v5.D.1.xlsb | ufSaisieHeures:txtDate_AfterUpdate - 15/11/2024 |  | 31
2024-11-15 06:23:33.31 | GuillaumeCharron | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF - 1/15/11/2024 |  | 31
2024-11-15 06:23:33.52 | GuillaumeCharron | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF | 0,2051 sec. | 31

2024-11-15 06:23:33.53 | GuillaumeCharron | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours |  | 31
2024-11-15 06:23:33.56 | GuillaumeCharron | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Update_All |  | 31
2024-11-15 06:23:33.57 | GuillaumeCharron | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Push_TEC_Local_To_DB_Data |  | 31
2024-11-15 06:23:33.85 | GuillaumeCharron | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Push_TEC_Local_To_DB_Data | 0,2715 sec. | 31

2024-11-15 06:23:33.86 | GuillaumeCharron | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 31
2024-11-15 06:23:34.08 | GuillaumeCharron | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables | 0,2148 sec. | 31

2024-11-15 06:23:34.09 | GuillaumeCharron | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Update_All | 0,5352 sec. | 31

2024-11-15 06:23:34.11 | GuillaumeCharron | APP_v5.D.1.xlsb | modStatsHeures:StatsHeures_AdvancedFilters |  | 31
2024-11-15 06:23:34.59 | GuillaumeCharron | APP_v5.D.1.xlsb | modStatsHeures:StatsHeures_AdvancedFilters | 0,4844 sec. | 31

2024-11-15 06:23:34.76 | GuillaumeCharron | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 1,2285 sec. | 31

2024-11-15 06:23:34.78 | GuillaumeCharron | APP_v5.D.1.xlsb | ufSaisieHeures:txtDate_AfterUpdate | 1,4844 sec. | 31

2024-11-15 06:23:38.40 | GuillaumeCharron | APP_v5.D.1.xlsb | ufSaisieHeures:txtClient_AfterUpdate - Groupe Coalitech Inc. [Techvac Équipement] |  | 31
2024-11-15 06:23:38.42 | GuillaumeCharron | APP_v5.D.1.xlsb | modFunctions:Fn_GetID_From_Client_Name - Groupe Coalitech Inc. [Techvac Équipement] |  | 31
2024-11-15 06:23:38.43 | GuillaumeCharron | APP_v5.D.1.xlsb | modFunctions:Fn_GetID_From_Client_Name - 1739 | 0,0176 sec. | 31

2024-11-15 06:23:38.45 | GuillaumeCharron | APP_v5.D.1.xlsb |    ufSaisieHeures:txtClient_AfterUpdate - 1739 |  | 31
2024-11-15 06:23:38.46 | GuillaumeCharron | APP_v5.D.1.xlsb | ufSaisieHeures:txtClient_AfterUpdate | 0,0664 sec. | 31

2024-11-15 06:24:09.87 | GuillaumeCharron | APP_v5.D.1.xlsb | ufSaisieHeures:txtActivite_AfterUpdate |  | 31
2024-11-15 06:24:09.90 | GuillaumeCharron | APP_v5.D.1.xlsb | ufSaisieHeures:txtActivite_AfterUpdate | 0,0234 sec. | 31

2024-11-15 06:24:11.52 | GuillaumeCharron | APP_v5.D.1.xlsb | ufSaisieHeures:txtHeures_AfterUpdate |  | 31
2024-11-15 06:24:11.55 | GuillaumeCharron | APP_v5.D.1.xlsb | ufSaisieHeures:txtHeures_AfterUpdate | 0,0273 sec. | 31

2024-11-15 06:24:11.56 | GuillaumeCharron | APP_v5.D.1.xlsb | ufSaisieHeures:txtHeures_Exit |  | 31
2024-11-15 06:24:11.58 | GuillaumeCharron | APP_v5.D.1.xlsb | ufSaisieHeures:txtHeures_AfterUpdate | 0,0176 sec. | 31

2024-11-15 06:24:12.96 | GuillaumeCharron | APP_v5.D.1.xlsb | ufSaisieHeures:cmdAdd_Click |  | 31
2024-11-15 06:24:12.98 | GuillaumeCharron | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne |  | 31
2024-11-15 06:24:12.00 | GuillaumeCharron | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB - TECID = '0' |  | 31
2024-11-15 06:24:13.05 | GuillaumeCharron | APP_v5.D.1.xlsb |      modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB - AddingNewRecord - TECID = 0 |  | 31
2024-11-15 06:24:13.13 | GuillaumeCharron | APP_v5.D.1.xlsb |      modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB - Le nouvel enregistrement, TECID a été assigné à 2453 |  | 31
2024-11-15 06:24:13.15 | GuillaumeCharron | APP_v5.D.1.xlsb |      modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB - Création du RecordSet |  | 31
2024-11-15 06:24:13.16 | GuillaumeCharron | APP_v5.D.1.xlsb |      modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB - Le RecordSet a été ajouté pour le TECID = 2453 |  | 31
