2024-11-25 08:40:55.73 | User | APP_v5.D.1.xlsb | ***** Début d'une nouvelle session (Workbook_Open) ***** |  | 31
2024-11-25 08:41:43.89 | User | APP_v5.D.1.xlsb |    ThisWorkbook:BackupMasterFile - Le fichier masterWorkbook est fermé |  | 31
2024-11-25 08:41:43.96 | User | APP_v5.D.1.xlsb | ThisWorkbook:BackupMasterFile | 1,6738 sec. | 31

2024-11-25 08:41:44.01 | User | APP_v5.D.1.xlsb | modMenu:Hide_Dev_Shapes_Based_On_Username |  | 31
2024-11-25 08:41:44.07 | User | APP_v5.D.1.xlsb | modMenu:Hide_Dev_Shapes_Based_On_Username | 0,0723 sec. | 31

2024-11-25 08:41:44.16 | User | APP_v5.D.1.xlsb | modAppli:Write_Info_On_Main_Menu |  | 31
2024-11-25 08:41:44.29 | User | APP_v5.D.1.xlsb | modAppli:Write_Info_On_Main_Menu | 0,1328 sec. | 31

2024-11-25 08:41:44.46 | User | APP_v5.D.1.xlsb | ThisWorkbook:Workbook_Open | 2,4121 sec. | 31

2024-11-25 08:41:52.68 | User | APP_v5.D.1.xlsb | ufSaisieHeures:UserForm_Activate |  | 31
2024-11-25 08:41:52.73 | User | APP_v5.D.1.xlsb | modImport:Client_List_Import_All |  | 31
2024-11-25 08:41:53.15 | User | APP_v5.D.1.xlsb |      modImport:Client_List_Import_All - Le .CopyFromRecordSet est complétée |  | 31
2024-11-25 08:41:53.25 | User | APP_v5.D.1.xlsb |      modImport:Client_List_Import_All - La mise en forme a été appliquée |  | 31
2024-11-25 08:41:53.36 | User | APP_v5.D.1.xlsb | modImport:Client_List_Import_All | 0,6328 sec. | 31

2024-11-25 08:41:53.41 | User | APP_v5.D.1.xlsb | modImport:TEC_Import_All |  | 31
2024-11-25 08:41:53.98 | User | APP_v5.D.1.xlsb |      modImport:TEC_Import_All - Le .CopyFromRecordSet est complétée |  | 31
2024-11-25 08:41:54.29 | User | APP_v5.D.1.xlsb |      modImport:TEC_Import_All - La mise en forme a été appliquée |  | 31
2024-11-25 08:41:54.41 | User | APP_v5.D.1.xlsb | modImport:TEC_Import_All | 1,0117 sec. | 31

2024-11-25 08:41:54.49 | User | APP_v5.D.1.xlsb | ufSaisieHeures:UserForm_Activate | 1,8145 sec. | 31

2024-11-25 08:42:18.39 | User | APP_v5.D.1.xlsb | ufSaisieHeures:cmbProfessionnel_AfterUpdate |  | 31
2024-11-25 08:42:18.47 | User | APP_v5.D.1.xlsb | ufSaisieHeures:cmbProfessionnel_AfterUpdate | 0,0820 sec. | 31

2024-11-25 08:42:37.94 | User | APP_v5.D.1.xlsb | ufSaisieHeures:txtDate_BeforeUpdate |  | 31
2024-11-25 08:42:38.00 | User | APP_v5.D.1.xlsb | modFunctions:Fn_Complete_Date @00608   y = 2024   m = 11   d = 22 parsedDate='2024-11-22' |  | 31
2024-11-25 08:42:38.05 | User | APP_v5.D.1.xlsb | ufSaisieHeures:txtDate_BeforeUpdate | 0,1191 sec. | 31

2024-11-25 08:42:38.11 | User | APP_v5.D.1.xlsb | ufSaisieHeures:txtDate_AfterUpdate - 2024-11-22 |  | 31
2024-11-25 08:42:38.16 | User | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF - 4/2024-11-22 |  | 31
2024-11-25 08:42:38.31 | User | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF | 0,1602 sec. | 31

2024-11-25 08:42:38.36 | User | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours |  | 31
2024-11-25 08:42:38.41 | User | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Update_All |  | 31
2024-11-25 08:42:38.46 | User | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Push_TEC_Local_To_DB_Data |  | 31
2024-11-25 08:42:38.85 | User | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Push_TEC_Local_To_DB_Data | 0,3906 sec. | 31

2024-11-25 08:42:38.90 | User | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 31
2024-11-25 08:42:39.15 | User | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables | 0,2559 sec. | 31

2024-11-25 08:42:39.22 | User | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Update_All | 0,8184 sec. | 31

2024-11-25 08:42:39.27 | User | APP_v5.D.1.xlsb | modStatsHeures:StatsHeures_AdvancedFilters |  | 31
2024-11-25 08:42:39.48 | User | APP_v5.D.1.xlsb | modStatsHeures:StatsHeures_AdvancedFilters | 0,2129 sec. | 31

2024-11-25 08:42:39.66 | User | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 1,3086 sec. | 31

2024-11-25 08:42:39.72 | User | APP_v5.D.1.xlsb | ufSaisieHeures:txtDate_AfterUpdate | 1,6211 sec. | 31

2024-11-25 08:44:41.23 | User | APP_v5.D.1.xlsb | ufSaisieHeures:txtClient_AfterUpdate - 9513-1926 Québec Inc. [Francis Desgagnés] |  | 31
2024-11-25 08:44:41.30 | User | APP_v5.D.1.xlsb | modFunctions:Fn_GetID_From_Client_Name - 9513-1926 Québec Inc. [Francis Desgagnés] |  | 31
2024-11-25 08:44:41.34 | User | APP_v5.D.1.xlsb | modFunctions:Fn_GetID_From_Client_Name - 1775 | 0,0527 sec. | 31

2024-11-25 08:44:41.39 | User | APP_v5.D.1.xlsb |    ufSaisieHeures:txtClient_AfterUpdate - 1775 |  | 31
2024-11-25 08:44:41.44 | User | APP_v5.D.1.xlsb | ufSaisieHeures:txtClient_AfterUpdate | 0,2129 sec. | 31

2024-11-25 08:45:09.54 | User | APP_v5.D.1.xlsb | ufSaisieHeures:txtActivite_AfterUpdate |  | 31
2024-11-25 08:45:09.59 | User | APP_v5.D.1.xlsb | ufSaisieHeures:txtActivite_AfterUpdate | 0,0547 sec. | 31

2024-11-25 08:45:13.34 | User | APP_v5.D.1.xlsb | ufSaisieHeures:txtHeures_AfterUpdate |  | 31
2024-11-25 08:45:13.39 | User | APP_v5.D.1.xlsb | ufSaisieHeures:txtHeures_AfterUpdate | 0,0586 sec. | 31

2024-11-25 08:45:13.45 | User | APP_v5.D.1.xlsb | ufSaisieHeures:txtHeures_Exit |  | 31
2024-11-25 08:45:13.49 | User | APP_v5.D.1.xlsb | ufSaisieHeures:txtHeures_AfterUpdate | 0,0547 sec. | 31

2024-11-25 08:45:14.86 | User | APP_v5.D.1.xlsb | ufSaisieHeures:cmdAdd_Click |  | 31
2024-11-25 08:45:14.91 | User | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne |  | 31
2024-11-25 08:45:14.96 | User | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB - TECID = '0' |  | 31
2024-11-25 08:45:15.33 | User | APP_v5.D.1.xlsb |      modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB - AddingNewRecord - TECID = 0 |  | 31
2024-11-25 08:45:15.59 | User | APP_v5.D.1.xlsb |      modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB - Le nouvel enregistrement, TECID a été assigné à 2565 |  | 31
2024-11-25 08:45:15.63 | User | APP_v5.D.1.xlsb |      modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB - Création du RecordSet |  | 31
2024-11-25 08:45:15.68 | User | APP_v5.D.1.xlsb |      modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB - Le RecordSet a été ajouté pour le TECID = 2565 |  | 31
2024-11-25 08:45:16.06 | User | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB | 1,1133 sec. | 31

2024-11-25 08:45:16.11 | User | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally |  | 31
2024-11-25 08:45:16.24 | User | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally | 0,1328 sec. | 31

2024-11-25 08:45:16.29 | User | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF - 4/2024-11-22 |  | 31
2024-11-25 08:45:16.44 | User | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF | 0,1641 sec. | 31

2024-11-25 08:45:16.49 | User | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours |  | 31
2024-11-25 08:45:16.54 | User | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Update_All |  | 31
2024-11-25 08:45:16.59 | User | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Push_TEC_Local_To_DB_Data |  | 31
2024-11-25 08:45:16.96 | User | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Push_TEC_Local_To_DB_Data | 0,3750 sec. | 31

2024-11-25 08:45:17.01 | User | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 31
2024-11-25 08:45:17.21 | User | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables | 0,2109 sec. | 31

2024-11-25 08:45:17.26 | User | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Update_All | 0,7266 sec. | 31

2024-11-25 08:45:17.31 | User | APP_v5.D.1.xlsb | modStatsHeures:StatsHeures_AdvancedFilters |  | 31
2024-11-25 08:45:17.50 | User | APP_v5.D.1.xlsb | modStatsHeures:StatsHeures_AdvancedFilters | 0,1992 sec. | 31

2024-11-25 08:45:17.80 | User | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 1,3203 sec. | 31

2024-11-25 08:45:17.85 | User | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Update_All |  | 31
2024-11-25 08:45:17.91 | User | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Push_TEC_Local_To_DB_Data |  | 31
2024-11-25 08:45:18.28 | User | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Push_TEC_Local_To_DB_Data | 0,3828 sec. | 31

2024-11-25 08:45:18.34 | User | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 31
2024-11-25 08:45:18.57 | User | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables | 0,2715 sec. | 31

2024-11-25 08:45:18.65 | User | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Update_All | 0,8066 sec. | 31

2024-11-25 08:45:18.70 | User | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne | 3,8027 sec. | 31

2024-11-25 08:45:18.75 | User | APP_v5.D.1.xlsb | ufSaisieHeures:cmdAdd_Click | 3,8984 sec. | 31

2024-11-25 08:45:30.14 | User | APP_v5.D.1.xlsb | ufSaisieHeures:txtClient_AfterUpdate - Les entreprises Lanthier et Papineau Inc. [Alain Lanthier] |  | 31
2024-11-25 08:45:30.21 | User | APP_v5.D.1.xlsb | modFunctions:Fn_GetID_From_Client_Name - Les entreprises Lanthier et Papineau Inc. [Alain Lanthier] |  | 31
2024-11-25 08:45:30.26 | User | APP_v5.D.1.xlsb | modFunctions:Fn_GetID_From_Client_Name - 1675 | 0,0566 sec. | 31

2024-11-25 08:45:30.31 | User | APP_v5.D.1.xlsb |    ufSaisieHeures:txtClient_AfterUpdate - 1675 |  | 31
2024-11-25 08:45:30.37 | User | APP_v5.D.1.xlsb | ufSaisieHeures:txtClient_AfterUpdate | 0,2344 sec. | 31

2024-11-25 08:45:34.50 | User | APP_v5.D.1.xlsb | ufSaisieHeures:txtActivite_AfterUpdate |  | 31
2024-11-25 08:45:34.55 | User | APP_v5.D.1.xlsb | ufSaisieHeures:txtActivite_AfterUpdate | 0,0566 sec. | 31

2024-11-25 08:45:36.11 | User | APP_v5.D.1.xlsb | ufSaisieHeures:txtHeures_AfterUpdate |  | 31
2024-11-25 08:45:36.17 | User | APP_v5.D.1.xlsb | ufSaisieHeures:txtHeures_AfterUpdate | 0,0762 sec. | 31

2024-11-25 08:45:36.23 | User | APP_v5.D.1.xlsb | ufSaisieHeures:txtHeures_Exit |  | 31
2024-11-25 08:45:36.28 | User | APP_v5.D.1.xlsb | ufSaisieHeures:txtHeures_AfterUpdate | 0,0586 sec. | 31

2024-11-25 08:45:37.45 | User | APP_v5.D.1.xlsb | ufSaisieHeures:cmdAdd_Click |  | 31
2024-11-25 08:45:37.49 | User | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne |  | 31
2024-11-25 08:45:37.54 | User | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB - TECID = '0' |  | 31
2024-11-25 08:45:37.94 | User | APP_v5.D.1.xlsb |      modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB - AddingNewRecord - TECID = 0 |  | 31
2024-11-25 08:45:38.13 | User | APP_v5.D.1.xlsb |      modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB - Le nouvel enregistrement, TECID a été assigné à 2566 |  | 31
2024-11-25 08:45:38.18 | User | APP_v5.D.1.xlsb |      modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB - Création du RecordSet |  | 31
2024-11-25 08:45:38.23 | User | APP_v5.D.1.xlsb |      modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB - Le RecordSet a été ajouté pour le TECID = 2566 |  | 31
2024-11-25 08:45:38.58 | User | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB | 1,0430 sec. | 31

2024-11-25 08:45:38.63 | User | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally |  | 31
2024-11-25 08:45:38.74 | User | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally | 0,1270 sec. | 31

2024-11-25 08:45:38.79 | User | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF - 4/2024-11-22 |  | 31
2024-11-25 08:45:38.95 | User | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF | 0,1641 sec. | 31

2024-11-25 08:45:39.01 | User | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours |  | 31
2024-11-25 08:45:39.07 | User | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Update_All |  | 31
2024-11-25 08:45:39.12 | User | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Push_TEC_Local_To_DB_Data |  | 31
2024-11-25 08:45:39.51 | User | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Push_TEC_Local_To_DB_Data | 0,3945 sec. | 31

2024-11-25 08:45:39.55 | User | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 31
2024-11-25 08:45:39.75 | User | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables | 0,2031 sec. | 31

2024-11-25 08:45:39.80 | User | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Update_All | 0,7422 sec. | 31

2024-11-25 08:45:39.85 | User | APP_v5.D.1.xlsb | modStatsHeures:StatsHeures_AdvancedFilters |  | 31
2024-11-25 08:45:40.05 | User | APP_v5.D.1.xlsb | modStatsHeures:StatsHeures_AdvancedFilters | 0,2090 sec. | 31

2024-11-25 08:45:40.29 | User | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 1,3008 sec. | 31

2024-11-25 08:45:40.36 | User | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Update_All |  | 31
2024-11-25 08:45:40.40 | User | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Push_TEC_Local_To_DB_Data |  | 31
2024-11-25 08:45:40.76 | User | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Push_TEC_Local_To_DB_Data | 0,3633 sec. | 31

2024-11-25 08:45:40.81 | User | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 31
2024-11-25 08:45:40.99 | User | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables | 0,2051 sec. | 31

2024-11-25 08:45:41.06 | User | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Update_All | 0,7090 sec. | 31

2024-11-25 08:45:41.11 | User | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne | 3,6172 sec. | 31

2024-11-25 08:45:41.15 | User | APP_v5.D.1.xlsb | ufSaisieHeures:cmdAdd_Click | 3,7090 sec. | 31

2024-11-25 08:45:55.07 | User | APP_v5.D.1.xlsb | ufSaisieHeures:txtClient_AfterUpdate - Groupe Coalitech Inc. [Techvac Équipement] |  | 31
2024-11-25 08:45:55.13 | User | APP_v5.D.1.xlsb | modFunctions:Fn_GetID_From_Client_Name - Groupe Coalitech Inc. [Techvac Équipement] |  | 31
2024-11-25 08:45:55.19 | User | APP_v5.D.1.xlsb | modFunctions:Fn_GetID_From_Client_Name - 1739 | 0,0586 sec. | 31

2024-11-25 08:45:55.23 | User | APP_v5.D.1.xlsb |    ufSaisieHeures:txtClient_AfterUpdate - 1739 |  | 31
2024-11-25 08:45:55.31 | User | APP_v5.D.1.xlsb | ufSaisieHeures:txtClient_AfterUpdate | 0,2461 sec. | 31

2024-11-25 08:45:58.54 | User | APP_v5.D.1.xlsb | ufSaisieHeures:txtActivite_AfterUpdate |  | 31
2024-11-25 08:45:58.59 | User | APP_v5.D.1.xlsb | ufSaisieHeures:txtActivite_AfterUpdate | 0,0566 sec. | 31

2024-11-25 08:46:01.43 | User | APP_v5.D.1.xlsb | ufSaisieHeures:txtHeures_AfterUpdate |  | 31
2024-11-25 08:46:01.49 | User | APP_v5.D.1.xlsb | ufSaisieHeures:txtHeures_AfterUpdate | 0,0742 sec. | 31

2024-11-25 08:46:01.55 | User | APP_v5.D.1.xlsb | ufSaisieHeures:txtHeures_Exit |  | 31
2024-11-25 08:46:01.60 | User | APP_v5.D.1.xlsb | ufSaisieHeures:txtHeures_AfterUpdate | 0,0566 sec. | 31

2024-11-25 08:46:02.71 | User | APP_v5.D.1.xlsb | ufSaisieHeures:cmdAdd_Click |  | 31
2024-11-25 08:46:02.76 | User | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne |  | 31
2024-11-25 08:46:02.81 | User | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB - TECID = '0' |  | 31
2024-11-25 08:46:03.17 | User | APP_v5.D.1.xlsb |      modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB - AddingNewRecord - TECID = 0 |  | 31
2024-11-25 08:46:03.35 | User | APP_v5.D.1.xlsb |      modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB - Le nouvel enregistrement, TECID a été assigné à 2567 |  | 31
2024-11-25 08:46:03.40 | User | APP_v5.D.1.xlsb |      modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB - Création du RecordSet |  | 31
2024-11-25 08:46:03.44 | User | APP_v5.D.1.xlsb |      modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB - Le RecordSet a été ajouté pour le TECID = 2567 |  | 31
2024-11-25 08:46:03.80 | User | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB | 1,0000 sec. | 31

2024-11-25 08:46:03.85 | User | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally |  | 31
2024-11-25 08:46:03.95 | User | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally | 0,1270 sec. | 31

2024-11-25 08:46:04.02 | User | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF - 4/2024-11-22 |  | 31
2024-11-25 08:46:04.18 | User | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF | 0,1699 sec. | 31

2024-11-25 08:46:04.23 | User | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours |  | 31
2024-11-25 08:46:04.27 | User | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Update_All |  | 31
2024-11-25 08:46:04.32 | User | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Push_TEC_Local_To_DB_Data |  | 31
2024-11-25 08:46:04.68 | User | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Push_TEC_Local_To_DB_Data | 0,3672 sec. | 31

2024-11-25 08:46:04.74 | User | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 31
2024-11-25 08:46:04.96 | User | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables | 0,2285 sec. | 31

2024-11-25 08:46:05.01 | User | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Update_All | 0,7441 sec. | 31

2024-11-25 08:46:05.06 | User | APP_v5.D.1.xlsb | modStatsHeures:StatsHeures_AdvancedFilters |  | 31
2024-11-25 08:46:05.24 | User | APP_v5.D.1.xlsb | modStatsHeures:StatsHeures_AdvancedFilters | 0,1953 sec. | 31

2024-11-25 08:46:05.48 | User | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 1,2559 sec. | 31

2024-11-25 08:46:05.52 | User | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Update_All |  | 31
2024-11-25 08:46:05.57 | User | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Push_TEC_Local_To_DB_Data |  | 31
2024-11-25 08:46:05.92 | User | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Push_TEC_Local_To_DB_Data | 0,3613 sec. | 31

2024-11-25 08:46:05.97 | User | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 31
2024-11-25 08:46:06.15 | User | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables | 0,1895 sec. | 31

2024-11-25 08:46:06.20 | User | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_TdB_Update_All | 0,6875 sec. | 31

2024-11-25 08:46:06.25 | User | APP_v5.D.1.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne | 3,4980 sec. | 31
