
2024-10-10 06:10:29.910 | GuillaumeCharron | entering  | E n t e r i n g   ufSaisieHeures:UserForm_Initialize @00091 | 31
2024-10-10 06:18:13.670 | GuillaumeCharron | info      | @00835 - Paramètres : add = Faux  update = Faux  delete = Vrai  clear = Vrai | 31

2024-10-10 06:18:14.650 | GuillaumeCharron | entering  | E n t e r i n g   ufSaisieHeures:txtClient_AfterUpdate @00333 | 31

2024-10-10 06:18:29.070 | GuillaumeCharron | entering  | E n t e r i n g   ufSaisieHeures:txtActivite_AfterUpdate @00351 | 31

2024-10-10 06:18:29.110 | GuillaumeCharron | entering  | E n t e r i n g   modTEC_Saisie:Buttons_Enabled_True_Or_False @00833 | 31
2024-10-10 06:18:29.130 | GuillaumeCharron | info      | @00835 - Paramètres : add = Faux  update = Vrai  delete = Faux  clear = Vrai | 31

2024-10-10 06:18:33.020 | GuillaumeCharron | entering  | E n t e r i n g   ufSaisieHeures:txtHeures_AfterUpdate @00369 | 31

2024-10-10 06:18:33.090 | GuillaumeCharron | entering  | E n t e r i n g   modTEC_Saisie:Buttons_Enabled_True_Or_False @00833 | 31
2024-10-10 06:18:33.100 | GuillaumeCharron | info      | @00835 - Paramètres : add = Faux  update = Vrai  delete = Faux  clear = Vrai | 31

2024-10-10 06:18:33.950 | GuillaumeCharron | entering  | E n t e r i n g   ufSaisieHeures:cmdUpdate_Click @00489 | 31

2024-10-10 06:18:33.990 | GuillaumeCharron | entering  | E n t e r i n g   modTEC_Saisie:TEC_Modifie_Ligne @00086 | 31

2024-10-10 06:18:34.020 | GuillaumeCharron | entering  | E n t e r i n g   modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB @00309 | 31
2024-10-10 06:18:34.140 | GuillaumeCharron | UPDATE    | 1642 | GC | 10/10/24 | 1350 | Acier Altitube Inc. [Philippe Robillard] | travailleur sur le scénario optimal et courriel sommaire à Michelle avec ce scénario + réception d'états financiers | 1,50 | VRAI |  | 2024-10-10 06:18:34 | 31

2024-10-10 06:18:34.320 | GuillaumeCharron | entering  | E n t e r i n g   modTEC_Saisie:TEC_Record_Add_Or_Update_Locally @00536 | 31
2024-10-10 06:18:34.350 | GuillaumeCharron | info      | @00550 - dateValue = 10/10/24   type = Date   après assignation | 31

2024-10-10 06:18:34.530 | GuillaumeCharron | entering  | E n t e r i n g   modTEC_Saisie:TEC_Get_All_TEC_AF @00190 | 31
2024-10-10 06:18:34.570 | GuillaumeCharron | info      | @00203 - wshAdmin.Range('TEC_Date').value = 10/10/24   type = Date | 31
2024-10-10 06:18:34.590 | GuillaumeCharron | info      | @00206 - wshTEC_Local.Range('S3').value = 10/10/24   type = Date après assignation | 31

2024-10-10 06:18:34.720 | GuillaumeCharron | entering  | E n t e r i n g   modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours @00621 | 31

2024-10-10 06:18:34.790 | GuillaumeCharron | entering  | E n t e r i n g   modTEC_Saisie:Buttons_Enabled_True_Or_False @00833 | 31
2024-10-10 06:18:34.800 | GuillaumeCharron | info      | @00835 - Paramètres : add = Faux  update = Faux  delete = Faux  clear = Faux | 31

2024-10-10 06:18:34.820 | GuillaumeCharron | entering  | E n t e r i n g   ufSaisieHeures:txtClient_Enter @00323 | 31

2024-10-10 06:19:22.680 | GuillaumeCharron | entering  | E n t e r i n g   ufSaisieHeures:cmbProfessionnel_AfterUpdate @00136 | 31
2024-10-10 06:19:22.740 | GuillaumeCharron | event     | @00145 - wshAdmin.Range('TEC_Date').value = 10/10/24   y = 2024   m = 10   d = 10   type = Range | 31
2024-10-10 06:19:22.760 | GuillaumeCharron | event     | @00151 - ufSaisieHeures.txtDate.value = 10/10/2024   y = 2024   m = 10   d = 10   type = String | 31

2024-10-10 06:19:22.780 | GuillaumeCharron | entering  | E n t e r i n g   modTEC_Saisie:TEC_Get_All_TEC_AF @00190 | 31
2024-10-10 06:19:22.820 | GuillaumeCharron | info      | @00203 - wshAdmin.Range('TEC_Date').value = 10/10/24   type = Date | 31
2024-10-10 06:19:22.840 | GuillaumeCharron | info      | @00206 - wshTEC_Local.Range('S3').value = 10/10/24   type = Date après assignation | 31

2024-10-10 06:19:22.960 | GuillaumeCharron | entering  | E n t e r i n g   modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours @00621 | 31

2024-10-10 06:19:23.000 | GuillaumeCharron | entering  | E n t e r i n g   ufSaisieHeures:txtDate_Enter @00172 | 31
2024-10-10 06:19:23.020 | GuillaumeCharron | info      | @00178 - .txtDate.value = 10/10/2024   y = 2024   m = 10   d = 10 | 31

2024-10-10 06:19:23.040 | GuillaumeCharron | entering  | E n t e r i n g   ufSaisieHeures:txtDate_BeforeUpdate @00187 | 31
2024-10-10 06:19:23.060 | GuillaumeCharron | info      | @00193 - .txtDate.value = 10/10/2024   y = 2024   m = 10   d = 10   type = String | 31
2024-10-10 06:19:23.090 | GuillaumeCharron | info      | @00199 - fullDate = 10/10/24   y = 2024   m = 10   d = 10   type = Date | 31
2024-10-10 06:19:23.110 | GuillaumeCharron | info      | @00223 - fullDate = 10/10/24   y = 2024   m = 10   d = 10   type = Date | 31
2024-10-10 06:19:23.130 | GuillaumeCharron | info      | @00228 - DateSerial = 10/10/24   y = 2024   m = 10   d = 10   type = Date | 31

2024-10-10 06:19:23.160 | GuillaumeCharron | entering  | E n t e r i n g   ufSaisieHeures:txtDate_AfterUpdate @00265 | 31
2024-10-10 06:19:23.190 | GuillaumeCharron | event     | @00269 - .txtDate.value =  = 10/10/2024   y = 2024   m = 10   d = 10   type = String | 31
2024-10-10 06:19:23.210 | GuillaumeCharron | info      | @00277 - dateStr =  = 10/10/2024   y = 2024   m = 10   d = 10   type = String   après assignation | 31
2024-10-10 06:19:23.220 | GuillaumeCharron | info      | @00284 - dateFormated =  = 10/10/24   y = 2024   m = 10   d = 10   type = Date   après assignation | 31
2024-10-10 06:19:23.240 | GuillaumeCharron | info      | @00291 - wshAdmin.Range('TEC_Date').value =  = 10/10/24   y = 2024   m = 10   d = 10   type = Date   après assignation | 31

2024-10-10 06:19:23.260 | GuillaumeCharron | entering  | E n t e r i n g   modTEC_Saisie:TEC_Get_All_TEC_AF @00190 | 31
2024-10-10 06:19:23.300 | GuillaumeCharron | info      | @00203 - wshAdmin.Range('TEC_Date').value = 10/10/24   type = Date | 31
2024-10-10 06:19:23.320 | GuillaumeCharron | info      | @00206 - wshTEC_Local.Range('S3').value = 10/10/24   type = Date après assignation | 31

2024-10-10 06:19:23.440 | GuillaumeCharron | entering  | E n t e r i n g   modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours @00621 | 31

2024-10-10 06:19:26.640 | GuillaumeCharron | entering  | E n t e r i n g   ufSaisieHeures:txtDate_BeforeUpdate @00187 | 31
2024-10-10 06:19:26.680 | GuillaumeCharron | info      | @00193 - .txtDate.value = 09/10/2024   y = 2024   m = 10   d = 9   type = String | 31
2024-10-10 06:19:26.710 | GuillaumeCharron | info      | @00199 - fullDate = 09/10/24   y = 2024   m = 10   d = 9   type = Date | 31
2024-10-10 06:19:26.720 | GuillaumeCharron | info      | @00223 - fullDate = 09/10/24   y = 2024   m = 10   d = 9   type = Date | 31
2024-10-10 06:19:26.740 | GuillaumeCharron | info      | @00228 - DateSerial = 10/10/24   y = 2024   m = 10   d = 10   type = Date | 31

2024-10-10 06:19:26.770 | GuillaumeCharron | entering  | E n t e r i n g   ufSaisieHeures:txtDate_AfterUpdate @00265 | 31
2024-10-10 06:19:26.790 | GuillaumeCharron | event     | @00269 - .txtDate.value =  = 09/10/2024   y = 2024   m = 10   d = 9   type = String | 31
2024-10-10 06:19:26.810 | GuillaumeCharron | info      | @00277 - dateStr =  = 09/10/2024   y = 2024   m = 10   d = 9   type = String   après assignation | 31
2024-10-10 06:19:26.820 | GuillaumeCharron | info      | @00284 - dateFormated =  = 09/10/24   y = 2024   m = 10   d = 9   type = Date   après assignation | 31
2024-10-10 06:19:26.850 | GuillaumeCharron | info      | @00291 - wshAdmin.Range('TEC_Date').value =  = 09/10/24   y = 2024   m = 10   d = 9   type = Date   après assignation | 31

2024-10-10 06:19:26.870 | GuillaumeCharron | entering  | E n t e r i n g   modTEC_Saisie:TEC_Get_All_TEC_AF @00190 | 31
2024-10-10 06:19:26.910 | GuillaumeCharron | info      | @00203 - wshAdmin.Range('TEC_Date').value = 09/10/24   type = Date | 31
2024-10-10 06:19:26.930 | GuillaumeCharron | info      | @00206 - wshTEC_Local.Range('S3').value = 09/10/24   type = Date après assignation | 31

2024-10-10 06:19:27.070 | GuillaumeCharron | entering  | E n t e r i n g   modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours @00621 | 31

2024-10-10 06:19:27.160 | GuillaumeCharron | entering  | E n t e r i n g   modTEC_Saisie:Buttons_Enabled_True_Or_False @00833 | 31
2024-10-10 06:19:27.180 | GuillaumeCharron | info      | @00835 - Paramètres : add = Faux  update = Faux  delete = Faux  clear = Faux | 31

2024-10-10 06:19:27.220 | GuillaumeCharron | entering  | E n t e r i n g   ufSaisieHeures:txtClient_Enter @00323 | 31

2024-10-10 06:20:21.780 | GuillaumeCharron | entering  | E n t e r i n g   ufSaisieHeures:cmbProfessionnel_AfterUpdate @00136 | 31
2024-10-10 06:20:21.840 | GuillaumeCharron | event     | @00145 - wshAdmin.Range('TEC_Date').value = 09/10/24   y = 2024   m = 10   d = 9   type = Range | 31
2024-10-10 06:20:21.860 | GuillaumeCharron | event     | @00151 - ufSaisieHeures.txtDate.value = 09/10/2024   y = 2024   m = 10   d = 9   type = String | 31

2024-10-10 06:20:21.880 | GuillaumeCharron | entering  | E n t e r i n g   modTEC_Saisie:TEC_Get_All_TEC_AF @00190 | 31
2024-10-10 06:20:21.920 | GuillaumeCharron | info      | @00203 - wshAdmin.Range('TEC_Date').value = 09/10/24   type = Date | 31
2024-10-10 06:20:21.940 | GuillaumeCharron | info      | @00206 - wshTEC_Local.Range('S3').value = 09/10/24   type = Date après assignation | 31

2024-10-10 06:20:22.070 | GuillaumeCharron | entering  | E n t e r i n g   modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours @00621 | 31

2024-10-10 06:20:22.160 | GuillaumeCharron | entering  | E n t e r i n g   modTEC_Saisie:Buttons_Enabled_True_Or_False @00833 | 31
2024-10-10 06:20:22.180 | GuillaumeCharron | info      | @00835 - Paramètres : add = Faux  update = Faux  delete = Faux  clear = Faux | 31

2024-10-10 06:20:22.190 | GuillaumeCharron | entering  | E n t e r i n g   ufSaisieHeures:txtClient_Enter @00323 | 31

2024-10-10 06:20:23.230 | GuillaumeCharron | entering  | E n t e r i n g   ufSaisieHeures:txtDate_Enter @00172 | 31
2024-10-10 06:20:23.250 | GuillaumeCharron | info      | @00178 - .txtDate.value = 09/10/2024   y = 2024   m = 10   d = 9 | 31

2024-10-10 06:20:25.520 | GuillaumeCharron | entering  | E n t e r i n g   ufSaisieHeures:txtDate_BeforeUpdate @00187 | 31
2024-10-10 06:20:25.550 | GuillaumeCharron | info      | @00193 - .txtDate.value = 10/10/2024   y = 2024   m = 10   d = 10   type = String | 31
2024-10-10 06:20:25.580 | GuillaumeCharron | info      | @00199 - fullDate = 10/10/24   y = 2024   m = 10   d = 10   type = Date | 31
2024-10-10 06:20:25.600 | GuillaumeCharron | info      | @00223 - fullDate = 10/10/24   y = 2024   m = 10   d = 10   type = Date | 31
2024-10-10 06:20:25.620 | GuillaumeCharron | info      | @00228 - DateSerial = 10/10/24   y = 2024   m = 10   d = 10   type = Date | 31

2024-10-10 06:20:25.640 | GuillaumeCharron | entering  | E n t e r i n g   ufSaisieHeures:txtDate_AfterUpdate @00265 | 31
2024-10-10 06:20:25.670 | GuillaumeCharron | event     | @00269 - .txtDate.value =  = 10/10/2024   y = 2024   m = 10   d = 10   type = String | 31
2024-10-10 06:20:25.680 | GuillaumeCharron | info      | @00277 - dateStr =  = 10/10/2024   y = 2024   m = 10   d = 10   type = String   après assignation | 31
2024-10-10 06:20:25.700 | GuillaumeCharron | info      | @00284 - dateFormated =  = 10/10/24   y = 2024   m = 10   d = 10   type = Date   après assignation | 31
2024-10-10 06:20:25.730 | GuillaumeCharron | info      | @00291 - wshAdmin.Range('TEC_Date').value =  = 10/10/24   y = 2024   m = 10   d = 10   type = Date   après assignation | 31

2024-10-10 06:20:25.740 | GuillaumeCharron | entering  | E n t e r i n g   modTEC_Saisie:TEC_Get_All_TEC_AF @00190 | 31
2024-10-10 06:20:25.780 | GuillaumeCharron | info      | @00203 - wshAdmin.Range('TEC_Date').value = 10/10/24   type = Date | 31
2024-10-10 06:20:25.800 | GuillaumeCharron | info      | @00206 - wshTEC_Local.Range('S3').value = 10/10/24   type = Date après assignation | 31

2024-10-10 06:20:25.930 | GuillaumeCharron | entering  | E n t e r i n g   modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours @00621 | 31

2024-10-10 06:20:25.000 | GuillaumeCharron | entering  | E n t e r i n g   modTEC_Saisie:Buttons_Enabled_True_Or_False @00833 | 31
2024-10-10 06:20:26.010 | GuillaumeCharron | info      | @00835 - Paramètres : add = Faux  update = Faux  delete = Faux  clear = Faux | 31

2024-10-10 06:20:26.060 | GuillaumeCharron | entering  | E n t e r i n g   ufSaisieHeures:txtClient_Enter @00323 | 31

2024-10-10 06:22:46.670 | GuillaumeCharron | entering  | E n t e r i n g   ufSaisieHeures:txtClient_AfterUpdate @00333 | 31

2024-10-10 06:22:46.700 | GuillaumeCharron | entering  | E n t e r i n g   modTEC_Saisie:Buttons_Enabled_True_Or_False @00833 | 31
2024-10-10 06:22:46.720 | GuillaumeCharron | info      | @00835 - Paramètres : add = Vrai  update = Faux  delete = Faux  clear = Faux | 31

2024-10-10 06:22:53.810 | GuillaumeCharron | entering  | E n t e r i n g   ufSaisieHeures:txtActivite_AfterUpdate @00351 | 31

2024-10-10 06:22:53.840 | GuillaumeCharron | entering  | E n t e r i n g   modTEC_Saisie:Buttons_Enabled_True_Or_False @00833 | 31
2024-10-10 06:22:53.860 | GuillaumeCharron | info      | @00835 - Paramètres : add = Vrai  update = Faux  delete = Faux  clear = Faux | 31

2024-10-10 06:22:54.660 | GuillaumeCharron | entering  | E n t e r i n g   ufSaisieHeures:txtHeures_AfterUpdate @00369 | 31

2024-10-10 06:22:54.730 | GuillaumeCharron | entering  | E n t e r i n g   modTEC_Saisie:Buttons_Enabled_True_Or_False @00833 | 31
2024-10-10 06:22:54.740 | GuillaumeCharron | info      | @00835 - Paramètres : add = Vrai  update = Faux  delete = Faux  clear = Vrai | 31

2024-10-10 06:22:55.710 | GuillaumeCharron | entering  | E n t e r i n g   ufSaisieHeures:cmdAdd_Click @00479 | 31

2024-10-10 06:22:55.740 | GuillaumeCharron | entering  | E n t e r i n g   modTEC_Saisie:TEC_Ajoute_Ligne @00018 | 31
2024-10-10 06:22:55.800 | GuillaumeCharron | info      | @00031 - avant = 10/10/2024   type = String   après assignation | 31
2024-10-10 06:22:55.820 | GuillaumeCharron | info      | @00036 - ufSaisieHeures.txtDate.value --->   y = 2024   m = 10   d = 10   type = String | 31
2024-10-10 06:22:55.830 | GuillaumeCharron | info      | @00048 - ufSaisieHeures.txtDate.value = 2024-10-10   type = String   après assignation | 31
